fileName,Max Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
Rec-20211102-M9CMWpP73.xlsx,รวม FG:B3,3,0,1,0
medidas_bateria.xlsx,medidas_bateria_:B3,4,0,2,0
uploading.xlsx,RPC Medicines:N83,7,0,4,0
Kickstarter_Challenge (version 1).xlsb.xlsx,Outcomes Based on Goals:B2,6,0,3,0
Hatton Database_S1.xlsx,Land:L395,80,0,60,0
german_dataset_numberised.xlsx,Sheet1:V44,1,0,1,0
COMPRAS DE 11 SUR 2012.xlsx,MAYO 2012:CS9,3,0,3,0
Team_1114_2014_Championship_Scouting_Database.xlsx,Interface:F15,7,0,7,0
服务器采购方案.xlsx,Sheet1:K11,3,0,2,0
Horsham-and-Mid-Sussex-CCGOIS-June-2017.xlsx,1.23:C28,2,0,2,0
HH Test Plan - Legal & General Essentials.xlsx,Test Summary:C7,12,0,8,0
relacao_geral_-_vodanet_-_02-05-2013.xlsx,Faturamento:H391,1,0,1,0
Covariance Workbook.xlsx,Sheet1:F38,9,0,9,0
os_PA1090022_Falls.xlsx,maturitySched:H10,3,0,3,0
收支明细利润表.xlsx,收支汇总表:E5,2,0,2,0
Beaulieu-Audy_2009.xlsx,layer:I4,1,0,1,0
Chow Test.xlsx,Solved:B43,1,0,1,0
louise_kitchen__22741__Turbine Position Report 040601.xlsx,Cost Cancel Details:C10,565,9,12,9
national-summary-2018.xlsx,School Report of AP:D56,3,0,2,0
Models_summer.xlsx,Predictions:I3,2,0,2,0
Practical example. Descriptive statistics_lesson.xlsx,Location:C14,17,0,5,0
Kickstarter_Challenge2.xlsx,Outcomes based on Goals:B6,4,0,1,0
Avg RPD Large.xlsx,AG_LS:F4,2,0,1,0
02-06-2018_112102Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-2.xlsx,Đề nghị mua hàng:D21,2,0,2,0
DT-2019-N-B50-TT343-96.xlsx,Bieu so 50:D33,3,0,3,0
SAM-0.02 OR30x100-0.25_2 dataset analysis.xlsx,State026:B88,6,0,1,0
StarterBook (3).xlsx,BONUS:D6,4,0,1,0
horizontal.xlsx,DWO_5564_Under_week_30_protein_:BA505,0,0,0,0
Day04 Assignment1.xlsx,Summary:D10,22,0,22,0
20mm平板材性实验数据处理 .xlsx,Q890C20-2:A347,5,0,3,0
VIL-2018-08.xlsx,22:AE32,1,0,1,0
Cronograma en Excel.xlsx,Sheet1:D6,33,0,20,0
Obamacare Health Insurance 1-15_updated.xlsx,Contra Costa Health Plan:YAC13,0,0,0,0
toxclassifier_tests.xlsx,python:B5,15,0,10,0
Costos_Totales.xlsx,Tasa implicita:AN19,4,0,3,0
outage.xlsx,Masterdata:AI438,0,0,0,0
BAO CAO CHI 16.10-22.10 TEMPLATE (1).xlsx,Chi tiết:L7,15823,202,587,214
20. Indicadores financieros_13.xlsx,20.3:V34,5,0,4,0
ЖД пути 13.09.2020.xlsx,шуба:F389,4,0,3,0
10.1-10.31日福龙结算单(13)_10.xlsx,8.6:T13,6,1,4,1
Agriculture Cost Tiers.xlsx,Liv 2010 Source:Q93,1,0,1,0
NHLDataFrame_toapply.xlsx,NHLDataFrame_toapply:C2679,1,0,1,0
SizingWorkshop-RVTools-Answers.xlsx,Summary:D3,1,0,1,0
EIoF_CashFlow_AnnualStorage_MA.xlsx,Assumptions (NG):X190,155,2,5,2
C224_ctd_cor.xlsx,Sheet1:AB478,0,0,0,0
SAM-0.2 OR5x100-0.25_2 dataset analysis.xlsx,State026:B66,6,0,1,0
MarksixRecord.xlsx,MarksixRecord:L32,244,2,72,2
vaccinations_2021-11-04.xlsx,By County:L76,1,0,1,0
Stock 25.04.20.xlsx,Target & Achivement:D10,54,0,27,0
base_2020_limpa.xlsx,aquisicoes2:H183,1,0,1,0
4_11_practical-example-confidence-intervals.xlsx,Al Bundy:C14970,2,0,2,0
Refine2014PAVotingData.xlsx,2014 PA precinct results philly:L267,7,0,4,0
Cims_phenotype_2015_lamothe_CRUCIAL_AGIR.xlsx,plot:E151,8,0,5,0
RequirementEng_manual.xlsx,RequirementEngineering:B3,1,0,1,0
vad_fft_picture.xlsx,org_time:A329,1,0,1,0
results_02.02.2020.xlsx,Results:F11,96,0,6,1
SAM-0.2 OR10x100-0.50_6 dataset analysis.xlsx,State026:B44,6,0,1,0
power movs categorized.xlsx,movs ordered by category&action:C1,5,0,4,0
Vodafone Turkey Online EShop - Interim _ Regression Test Matrix v0.2 - 2015.12.09.xlsx,Test Report:C7,1,0,1,0
Bairros.xlsx,Sheet4:C2,2,0,2,0
ТАГИ 2021_11_04.xlsx,Сводная:A3,4,0,2,0
raw_data_potato_and_sweet_potato_2019.xlsx,PotatoRwandaS1_LMF Parasitoids:E28,3,0,1,0
relacao_geral_-_vodanet_-_17-01-2013.xlsx,Semanal:C2,10,0,8,0
Virginia COVID school data from state.xlsx,Use for Data Hub:D125,1,0,1,0
SolicitudGrafica_CN_10_12_CO_REC_240_OK.xlsx,Solicitud gráfica:G4,5,0,5,0
telco_churn_cluster.xlsx,Sheet1:D9,17,0,11,0
New Braunfels Temp and Precip since 1900.xlsx,833414:L3381,1,0,1,0
0a52c65d8e97cb08d05749d796348289.xlsx,JUL:E12,5,1,3,1
Valuation of Conoco Philips-2016.xlsx,Beta Estimation - I:B5,6,0,4,0
Monk_Jorian.xlsx,Character:B19,6,0,6,0
Cânđốithuchi.xlsx,01-2015:K3,7,0,5,0
NHUNG - NCC - CÔNG NỢ PHẢI TRẢ CN2.xlsx,CHI VP:A2,1,0,1,0
Spartanburg214_2.xlsx,DPs:D4,7,0,5,0
Financial DASH.xlsx,Sheet7:H6,5,0,2,0
VIL-2016-01.xlsx,JAN 18:Q15,8,0,4,0
5烧结精益生产管控系统.xlsx,计划:BC5,3,0,1,0
RFMwithExcel.xlsx,Customer RFM Analysis:B1624,1,0,1,0
Kickstarter Challenge 20Jun2021.xlsx,Outcomes Based on Goals:C14,4,0,1,0
Butterfly Chart Data_Visualisations.xlsx,Sheet1:G20,2,0,2,0
train_test_analysis.xlsx,test:AT936,0,0,0,0
20150204 GLUEX computing model FINAL v2.xlsx,Sheet1:C26,96,1,20,1
Game Retention Data.xlsx,Fractional Retention:D834,2,0,1,0
Assignment1_ShahmeerAmjad.xlsx,Dataset:E2575,2,0,1,0
gmia.qw.5.1996-2014.with.loadings.xlsx,lukes travel times:B175,11,0,2,0
Stock 19.02.2020.xlsx,Smartphone Sales Report:C5,54,1,27,1
2019 Distribution Tracking.xlsx,October 2019:E4,11,0,11,0
CL1.xlsx,Sheet30:B35,7,0,2,0
Burt's Reading Test Dataset Altered.xlsx,Sheet1:E15277,2,0,1,0
신화아쿠아.xlsx,12월:E17,13,1,5,1
Vacant dwellings by council area across UK.xlsx,Northern Ireland:X12,11,1,3,1
Reboiler_Raw Data_With Timestamps - Modificado.xlsx,Variables:B28182,1,0,1,0
IMSMGW-PM(V2.1.4)V1.xlsx,Index:D17,3,0,3,0
fr_OL_A_T_461_50_03_1.xlsx,Sheet1:L27,1,0,1,0
2016_tax_data_by_state.xlsx,50_State_Analysis:B51,9,0,2,0
2019-05-27-1032_ampellopsis_megalophylla.xlsx,Measurements:E13,20,0,5,0
24_19_057t1.xlsx,נתוני תקציב:U119,1,0,1,0
Totalen per rekeningcode begroting 2016 provincie Groningen.xlsx,Kredieten productgroepen functi:A38,16,0,16,0
Jan 2020 - Cord Cutting Wizard - Public.xlsx,Analysis:S20,29,0,9,0
VIL-2015-06.xlsx,JUNE 6:Q10,9,0,4,0
sponza-specoff.xlsx,sponza_specoff:B2,2,0,1,0
file.xlsx,Transactions:K1466,1,0,1,0
PilotFlexAccounting-CombinedPowellMead-v4.2.1.xlsx,Mead-Elevation-Area:C3,1,0,1,0
ECW20210730.xlsx,Plate 1 - Sheet1:F12,1,0,1,0
Bilan AME_avecEPR_v2.xlsx,Feuil1:Q12,71,1,4,1
Kickstarter_analysis.xlsx,OutcomeCnt&PercntByGoal:D5,4,0,1,0
jalan 1 km per jam 50 meter.xlsx,take 3:D468,1,0,1,0
Stock 14.10.2021.xlsx,Final Stock:G35,9,0,6,0
assignment_3-sol.xlsx,Q9 histogram:C2,1,0,1,0
160707_Tarabykin_HP1TKO.3_HCS_Min_7c.xlsx,Bin Data Table:AC766,2,1,2,1
OMP 21 MENGIKUT PARLIMEN (Sehingga Jun 2020).xlsx,SPTH 8-6 :A205,4,0,2,0
Ch_07_NewerChartTypes.xlsx,Waterfall:B2,2,0,1,0
DROP OUR RATE BY BOROUGH.xlsx,Sheet1:B12,5,1,1,1
realme stock 14.10.21.xlsx,Report:E6,7,0,5,0
Office Energy Usage_Workbook.xlsx,Cleaning Analysis:G103,4,0,2,0
realme stock 02.06.21.xlsx,Sheet1:H10,5,0,3,0
2016 girls minis.xlsx,25- 400m free:D25,1,0,1,0
tableau_graphique.xlsx,LFI:D2,4,0,2,0
Abdullah_22Nov2021.xlsx,Abdullah:H29,7,0,7,0
89b2a317-9106-43c8-b100-c4c7a2a067db.xlsx,Sheet1:AY5317,0,0,0,0
SSD-TestData-All.xlsx,Teachers:A90,1,0,1,0
AirQualityUCI3_original.xlsx,AirQualityUCI:B8811,1,0,1,0
SAM-0.05 OR5x100-0.75_7 dataset analysis.xlsx,State026:B66,6,0,1,0
FRAN BAVERA.xlsx,base de vaca:O9,12,0,12,0
销售管理Excel表.xlsx,销售员提成汇总:B23,2,0,1,0
Scripps_150_JR_2013-01-30.xlsx,Assay Definition:A1422,2,0,2,0
Population_Standard.xlsx,Summary:H1,5,0,5,0
AutomationScripts_PVCM-Dictionary Support -Batch.xlsx,HomePage:F636912,3,0,1,0
overall_report.xlsx,Sheet1:I610,2,0,2,0
laravel-excel-aX0zO35vCUzNx9QYyFXwO3gd84qj4kec.xlsx,Ammortization:K8,100,1,55,1
Padlock Swap Locations 04.10.2020.xlsx,Site List 2:A718,1,0,1,0
7_services_source_analysis.xlsx,Electricity:C7,10,0,5,0
AccuracyAssessment.xlsx,Bootstrapping:A26,4,0,2,0
lsk.xlsx,dash:B981,5,0,3,0
RMI_diciembre_Claudia_Cobo.xlsx,RMI - ENERO 2017:AE29,0,0,0,0
menora_2015_3_1294.xlsx,Sheet1:C5,1,0,1,0
NQAS-CHC 13-05-2016.xlsx,New Born Stabilization Unit :G2,10,0,9,0
Prueba.xlsx,Abiertas:T8,1,0,1,0
HESTA_Quote_Tool_Draft.xlsx,2. Unit Scale SI and Units:A11,5,0,3,0
USD_SynthQuotesFeed.xlsx,1YSynthDepo:S4,146,32,35,32
Summary_data_allsites_20_from_Brent_Sohngen_via_Nancy_Harris_20180608.xlsx,s12:P151,2,0,2,0
My First Dashboard.xlsx,Draft:A9,2,0,2,0
Kelas II.xlsx,Final Report:C26,1,0,1,0
dsbench3-paths.xlsx,pivot:B10,1,0,1,0
all_data_analysis.xlsx,Native vs non native 2:BV2,0,0,0,0
ENTRA--MARZO    2 0 1 4.xlsx,PIERNA:I1,58,1,58,1
经济总表.xlsx,宝箱数值:B2,78,1,43,1
Arctic_AWP..xlsx,Accu_all_regions:AO188,0,0,0,0
WECC_SH_load.xlsx,state_loads from PATHWAYS (MT):B419,1,0,1,0
NABL2015_Master.xlsx,Rosters and available players:B4,1,0,1,0
transport_plane_using_kerosene.converter.xlsx,Notes:E34,8,0,5,0
Recomendaciones JUMP - Gold Standard.xlsx,OLD 5:EW56,0,0,0,0
ET 2009 to Nov 2017 US mass shootings (public).xlsx,R-State Law (July 2015):AJ20,6,0,5,0
benjamin_rogers__1001__BR New York Ticker backup version.xlsx,ZONE G OFFPEAK:C7,17,0,16,0
JRC-IDEES-2015_Residential_EU28.xlsx,RES_summary:O6,13,0,12,0
manual_grad_rates_corrections_2020.xlsx,grad_rates:V3955,1,0,1,0
SolicitudGrafica_CN_11_11_CO_REC50.xlsx,Solicitud gráfica:G4,5,0,5,0
task_upgrade.xlsx,端侧画像数据分析:C39,2,0,1,0
template_base.xlsx,交流线路段:F1812,1,0,1,0
SolicitudGrafica_CN_06_01_CO.xlsx,Solicitud gráfica:G4,5,0,5,0
C01-1_KM_Data_LabelingResult_reloading.xlsx,Label_Data:Q7,8,0,8,0
Datos_muestreos_IFN_dic_18.xlsx,calc abund matorr:E432,10,0,9,0
Zeszyt1.xlsx,4:B2,9,0,3,0
고블린 엘리트 돌격병.xlsx,참조 테이블:J4,3,0,2,0
CAMPSTON PROJECT BI.xlsx,DATA:C120552,1,0,1,0
PLAN1.xlsx,ENDERECO:H779,1,0,1,0
1. Buku Kas 2018 .xlsx,Agustus 18:H11,6,0,5,0
ZEUS_risorse_01.xlsx,CN2 | MC3324 MUX 20VDIFF+4CURR:B11,1,0,1,0
discrepancy_examples.xlsx,placement_data:D39,1,0,1,0
Total Leontief Inverse Matrix.xlsx,Weighted Avg BEA Multipliers:BF9,1,0,1,0
Rekap Juni 2014.xlsx,AC-BC (Recond):L1218,1,0,1,0
최경묵_퍼셉트론엑셀.xlsx,Sheet1:F3,7,0,4,0
池州市三类房建土地数据汇总2015-20200701.xlsx,Sheet1:N167,2,0,2,0
Permisos_GASLP_pdf.xlsx,Base Original:B3136,1,0,1,0
Sample Spreadsheet Output.xlsx,Crawl Master:J9,2,0,1,0
Real_case_vulcanix_Supension.xlsx,BOM:F43,1,0,1,0
1205SIL (Conference Room).xlsx,Networking:K60,16,0,15,0
NKSC116 - NH4thang.xlsx,SC-I:F35,1306,67,166,67
180911 Mining_Authoritative_Data_R - Copy.xlsx,Activity:P23,8,0,4,0
Calculation Percentages-NBALL.xlsx,Poverty:K17,1,0,1,0
Sales by Region - Base.xlsx,North America Data:D194,2,0,1,0
Ranking_2020-11-18.xlsx,avrange of n:AG973,1,0,1,0
louise_kitchen__22531__1base329c.xlsx,Daily Position:G16,26,1,15,1
Ashwin Abraham HW1.xlsx,Category:A3,5,1,3,1
01-1. ExcelSimulation.xlsx,Random Simulation (2):C3,11,1,6,1
171207 TODO EN UNO.xlsx,PRESTAMOS:F90,6,0,6,0
Tres Rios Weather Station Data June - September 20.xlsx,Clean Data:F1803,1,0,1,0
Presupuesto.xlsx,global:C10,4,0,3,0
GL_Driver_Safety_Report_ferguson_20211019_085208.xlsx,Report:Y5,1,0,1,0
工作簿1-20181122143003390.xlsx,不良明细:CBJ5,1,0,1,0
retornoArgentina v2.xlsx,Calculo rentabilidad:D28,29,1,17,1
实验结果upStressCompare.xlsx,124观察:S89,2,0,1,0
Sourav_Mohanty_a3.Design Global Covid Dashboard.xlsx,ANALYSIS:B28,7,0,1,0
GuidelineInEnglishCumNepali.xlsx,Sheet1:B472,1,0,1,0
Covid-data-with-cases.xlsx,Sheet1:N58,1,1,1,1
updated_produce_sales.xlsx,Sheet:B2070,1,0,1,0
HW2_dataset_new.xlsx,0.01:H4,1,0,1,0
wadayama_vitA.xlsx,まとめ:A4,425,45,2,46
Forecast.xlsx,Sheet1:D79060,3,0,1,0
Percurso Curricular Interativo - Robótica.xlsx,Obrigatórias:F10,93,1,65,1
ONLINE_DISPECINK_IP_dostupne_kapacity_20210220_05-01.xlsx,Regiony:AI3224,4,0,2,0
Chess.xlsx,General:D3,3,0,2,0
dmc4dpick-999.xlsx,mar:W110,3,0,2,0
Stock 23.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
Result_201507.xlsx,MAN:G24,6,0,6,0
Aula12.xlsx,Report:B2557,4,0,2,0
Rec-20211102-CHvsgvmdf.xlsx,รวม FG:B14,3,0,1,0
HNF_OTUtaxa.xlsx,1)18s_OTUtaxa:D2827,1,0,1,0
first_lockdown.xlsx,Calabria:M584,28,0,7,0
aero_test.xlsx,Sheet2:A8,1,1,1,1
BilateralMigration.xlsx,Database:SG217,0,0,0,0
parseResults.xlsx,replay_Sound Horizon - Raijin n:E14733,4,0,2,0
1_Transmembrane_type.xlsx,Sheet1 (2):I1401,1,0,1,0
RMS-RA数据核对2017-03-20.xlsx,RMS-RA数据核对:E17,7,0,5,0
Outer size Code.xlsx,% SOH of Outer size code:I665541,5,0,3,0
FemtomaxMOTORS.xlsx,Tests:AP14,0,0,0,0
mary_fischer__25606__31Z.xlsx,E12.XLS:M33,15,0,15,0
Day 1 INSTRUCTOR.xlsx,8:G3,8,0,6,0
2015-16_CCD_Companion_LEA_Staff.xlsx,File Layout:A9,1,0,1,0
sally_beck__33737__MgmtSum-Q3-0728.xlsx,QTD Mgmt Summary:C14,22,0,21,1
2017-03-27-2017-04-02.xlsx,若梦-箱子:B135,3,0,1,0
工作簿1-20181122170204822.xlsx,不良明细:CBJ5,1,0,1,0
W22704-181.xlsx,Sheet1:E2,4,0,2,0
tri-approx.xlsx,data:F4,3,0,2,0
Kickstarter Campaigns.xlsx,Bonus 1:B3,4,0,1,0
JPM Annex A(1).xlsx,Sheet1:AF5098,0,0,0,0
VIL-2015-03.xlsx,MAR 5:Q10,9,1,4,1
model_OLD_13Feb.xlsx,Flows:E5,77,1,18,1
OBC8_4_16.xlsx,Data:I1233,5,0,5,0
JRC-IDEES-2015_Tertiary_HU.xlsx,SER_summary:C26,8,0,8,0
Tres Rios Clean Weather Data Feb-June 2015.xlsx,Tres Rios Weather Station:E774,1,0,1,0
INFORMACION-COLEGA-SAENZ - Copy.xlsx,CD (2):D4884,19,1,8,1
ETS Data for Goodsin.xlsx,Sheet2:B14,4,0,4,0
Fact2Sheet_Corona_20200607.xlsx,LastWeek:AD158,151,2,55,2
LIMIS_QXSP.xlsx,LIMIS_TN_1:E6,5,0,5,0
CogsleyServices-SalesData-Start.xlsx,Sales:G3861,2,0,2,0
Tio Cash Master 3301 Supplemental multi-dimensional arrays.xlsx,3305 Prime List PSL:E5,24,1,24,1
pytorch_example.xlsx,Sheet1:C3,3,0,3,0
工作簿1-20181122112139234.xlsx,不良明细:CBJ5,1,0,1,0
TBRPM_Assignment_Review.xlsx,Subarea_Links:G2,1,0,1,0
Daftar Nama Siswa_1807.xlsx,Rekapitulasi:L17,11,0,8,0
Chemistry-1993-2013-15_Apr28b.xlsx,MasterList:O11,2,0,1,0
Excel-Challenge Homework.xlsx,Sheet1:E539,2,0,1,0
ENGINE ANALYSIS.xlsx,data:M14,2,0,2,0
2014_2009.xlsx,Totaal:K274,3,0,3,0
2021-12QC_molds_daily_archive_v3 - Copy.xlsx,wieght_report:E42,5,0,4,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,6479,42,1620,45
Ai9yEcyDFHx91sjTBBnsefLXOQMOCzhYWOoZFIvl.xlsx,formato:D16,1,0,1,0
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D37421,1,0,1,0
Evaluation Teacher.xlsx,Total Score:B32,3,0,3,0
creazione dati clips.xlsx,turismresort:C1,3,0,2,0
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:B3,4,0,1,0
test_hip_1_irreg-model_hip_1_irreg.xlsx,hip_1_irreg_debug:E8154,2,0,2,0
KTCL-master-data.xlsx,Mrg Summary:Y164,4,0,4,0
exclusive_skill_info.xlsx,Sheet2:S33,4,0,4,0
Roadmap2.xlsx,2016 AB Goals DRAFT:A5,5,0,3,0
605f283d2aa6d.xlsx,Province:A14,1,0,1,0
mapperComparisonData2.xlsx,Sheet3:K262,26,0,6,0
20210718_ToIR_backup.xlsx,Terminology:A23,1,0,1,0
Homework - week 1.xlsx,Bonus Worksheet - backers:B446,3,0,1,0
GL_Driver_Safety_Report_ferguson_20211018_144950.xlsx,Report:Y5,1,0,1,0
results_10.02.2020.xlsx,Results:F11,96,1,6,1
GL_Driver_Safety_Report_ferguson_20211019_172231.xlsx,Report:Y5,1,0,1,0
ds_2016_3_1528.xlsx,סכום נכסי הקרן:C18,1,0,1,0
BRTT result spreadsheet.xlsx,Calculations:O10,3,0,3,0
DC6220e6g1_kdj_data_回测指标.xlsx,连续盈利分布:B9,1,0,1,0
Pharmaview Relay Drug Pipeline Review - Consolidated Round 1 - 11-07-14 v1.xlsx,GU:D7,1,0,1,0
kc1prdb01.xlsx,DISKBUSY:BA400,4,0,3,0
RMS-RA数据核对2017-03-16.xlsx,RMS-RA数据核对:E17,7,0,5,0
statistik-covid19-avlidna_2021-08-08.xlsx,Dödsdag:B8,1,0,1,0
hybrids_05.xlsx,vw:C45,1,0,1,0
10214-0_57pcs.xlsx,Calcu:T7,45,1,27,1
phillip_allen__28865__pivot_1210.xlsx,utility:S28,4,0,4,0
SAM-0.2 OR10x100-0.25_10 dataset analysis.xlsx,State026:B44,6,0,1,0
euler第686题.xlsx,Sheet1:D9,9,0,2,0
conflicts.xlsx,Sheet5:C31,1,0,1,0
ColloffWadeStrangeData.xlsx,Data:D8012,2,0,2,0
jane_tholt__13056__June 12 Without SOH Upgrade And No EOC Advantage.xlsx,Assign To West Contracts:CI10,84,1,62,1
모델분석.xlsx,기타:E14,2,0,2,0
94prprct.xlsx,94PRABFD:AJ412,2,0,2,0
2021.xlsx,9 月:F4,1,0,1,0
SAM-0.1 OR10x100-0.75_5 dataset analysis.xlsx,State026:B44,6,0,1,0
Annotators7_TermMatching-MasterSheet.xlsx,Annot7_Prepared:G135,2,0,2,0
25974703_CYP2D6_frequency_table_(R3).xlsx,All edited for CPIC_R3:DD236,5,0,4,1
Xing -5.25.xlsx,Sheet2:G128,5,0,3,0
Country_ELUC.xlsx,BLUE_GCB2020_IPCC_countries:FH26,3,0,1,0
Jail-Data-Spreadsheet-201905-May-2019.xlsx,Sheet1:K1189,1,0,1,0
homework 1 kickstarter chart.xlsx,data:E300,2,0,1,0
nm_Francis vs harmonic.xlsx,nm T1.8 flota:AO4,16,1,8,1
users_heuristics.xlsx,Sheet2:B3,6,0,3,0
Backup of ZSJ_pocet_obyv-number-code.xlsx,zsj:E22620,1,0,1,0
核心字彙分析_主要關鍵字_20200424.xlsx,計畫關鍵字:BKP329,2,0,2,0
293t_hrgfp_ragbq99l polysomes all.xlsx,293t_hrgfp_rich.csv:G621,1,0,1,0
Torn_2005.xlsx,incubation:C4,2,0,2,0
MISO_load_2009-2013_to_Luke.xlsx,2009-2013:A19762,4,0,1,0
NAGP_PW_apdx.xlsx,data:F921,10,0,5,0
MASTER.xlsx,DATA:C105,1,0,1,0
Weather (10h training).xlsx,Weather2:I1310,6,0,4,0
606056a53c365.xlsx,Province:A10,1,0,1,0
scott_neal__37864__Aga4-7.xlsx,AGA Storage:F169,1,0,1,0
ScenTrade__Trade_Links.xlsx,BI:K4,1,0,1,0
excel-challenge.xlsx,Original:E3567,2,0,1,0
Panel Test Sure Thing! PC Document V4.xlsx,Test Summary:H7,6,0,3,0
richard_ring__31555__EES-CECAuditedAnnual-2000.xlsx,Schedule 2C:C69,18,0,9,0
Attributes_review_14_Oct_v1_1_(1).xlsx,Supporting Sheets:B3,1,0,1,0
CONTRATACIONES_PUBLICADAS_POR_PROVEEDOR_2020_07_26.xlsx,Datos:A2032,1,0,1,0
Forpost2016(5).xlsx,окт 2018:H7,1,0,1,0
ps19334.xlsx,Entry:AH835847,0,0,0,0
Data_Banco (1).xlsx,Data_Cajero:E7,1,0,1,0
200729_EngineStudsTighteningTorqueR10.xlsx,Monocoque:D88,89,2,12,2
ePSD_BioID-Supplementary-data.xlsx,Table 1:F2,1,0,1,0
Ranking_2021-07-28.xlsx,avrange of n:AG973,1,0,1,0
Examen Unidad I FGCM.xlsx,Hoja1:D9,2,0,2,0
daren_farmer__6652__Gas Assets Ops 03-00 Prelim O&M.xlsx,2939 - Global Contracts Tx Ops:AJ21,0,0,0,0
GSE142114_NGS_Hammerhead_Length_Filtered.xlsx,24-3 raw data:C2,11,0,7,0
Data_wolves_moose_Isle_Royale_June2019.xlsx,8. moose diet and physio:J143,2,0,2,0
MOOC_Week-4_Student-Workbook.xlsx,Updating the Workbook:H13,1,0,1,0
Extended_Data_Fig2.xlsx,Extended Data Fig 2a:B37,1,0,1,1
FlightData.xlsx,testflight1:E5268,2,0,1,0
UNIT1EXCEL_ELM.xlsx,Bonus Sheet:E12,5,0,3,0
SolicitudGrafica_CN_10_13_REC_120_OK.xlsx,Solicitud gráfica:G4,5,0,5,0
5-8.xlsx,文本函数2:B1,4,0,1,0
ACS2017_Table_Shells.xlsx,acs_2017_tables_b01-18:B24389,1,0,1,0
2017airmandata.xlsx,Table 5:F16,7,0,7,0
Case study 1.xlsx,Sheet1:J7,2,0,2,0
Store-Sales-if-nestedif-vlookup-hlookup.xlsx,Store Sales:V9,1,0,1,0
这一份中国省市区县行政编码人口列表.xlsx,行政区域:B2020,1,0,1,0
30-4.xlsx,Load-Displacement:D25214,11,0,4,0
JDS 02-Homework_01-Excel_Instructions_StarterBook.xlsx,StatusByCategory:A3,2,0,2,0
KickstarterStats.xlsx,Outcomes Based on Goal:D2,4,0,1,0
ps19366.xlsx,Entry:AH153458,0,0,0,0
LẬP TRÌNH WEB (1).xlsx,Nhom (9):C10,2,0,1,0
采购单.xlsx,开关灯具:I17,1,0,1,0
Surf_overlay_diag_E.xlsx,ZIKV:E1046472,1,1,1,1
ours_genes.fpkm_tracking_all.xlsx,genes.fpkm_tracking_all.txt:M22325,2,0,2,0
crime_v3.xlsx,crime_v3:C81,1,0,1,0
Stock 15.06.20.xlsx,Target & Achivement:D13,54,1,27,1
PV Angebots Tool.xlsx,PV-Angebot:A2,5,0,5,0
106121080_CDM_All_2020.xlsx,Calc & Attestation:B7,2,0,1,0
34_22.10.2017-12.11.2017.xlsx,ფორმა N 8.1:B10,2,0,1,0
Panel Test Octagon Migration PC Document V4.xlsx,Test Summary:H12,6,0,3,0
06-04-2015_02_49_00 pm.xlsx,CHEQUES ANULADOS:L102,5,0,2,0
MPVDatasetDownload.xlsx,2013-2019 Killings by PD:I53,13,0,11,0
Solution_36.xlsx,Лист2:G50849,6,0,2,0
KAPA_NEW.xlsx,2 dilutions - Analysis:D59,769,8,97,9
migdal_2016_4_1304.xlsx,סכום נכסי הקרן:C11,6,0,5,0
SolicitudGrafica_CN_11_11_CO_REC230.xlsx,Solicitud gráfica:G4,5,0,5,0
Question 5.xlsx,Pre-Trade Single Stock:AJ25,0,0,0,0
Abdulaziz Alboshal - Project2.xlsx,Forcasting Scenarios:M10,9,0,7,0
Fallzahlen_Kum_Tab_20210529_071615.xlsx,Fälle-Todesfälle-gesamt:B257,3,0,2,0
citiesCleanK.xlsx,citiesCleanK:AE1,0,0,0,0
I680SB_2025_S4.xlsx,Off-Ramp_Flow:KO651,0,0,0,0
hkgx1unx001-wmq.12012016.nmonmonthly.nmon.xlsx,DISKBSIZE:B152,2,0,1,0
Team_1114_Championship_Scouting_Database.xlsx,Interface:F11,8,0,7,0
2019-04-09-eval-matched-gtid.xlsx,gtid-fj:G345,6,0,5,0
AllWaves_Fill-in-The_Blank-ANSWERS_forNewAnalysis.xlsx,answer tally vs wordFreqsSTATIC:E65,4,0,2,0
工作簿1 - 副本-20181123094654796.xlsx,不良明细:CBJ5,1,0,1,0
john_griffith__15571__Market Analysis.xlsx,March:P1,3,0,3,0
facilities-research-session-data.xlsx,P11 - verbatim notes:A2,3,0,2,0
GL_Driver_Safety_Report_ferguson_20211019_085100.xlsx,Report:C6,1,0,1,0
GL_Driver_Safety_Report_ferguson_20211101_144505.xlsx,Report:Y5,1,1,1,1
KPMG_VI_New_raw_data_update_final.xlsx,NewCustomerList:W587,3,0,1,0
PackingTemplet.xlsx,Sheet1:P354,1,0,1,0
Singapore Key Economic Indicators.xlsx,Distribution:P25,1,0,1,0
60604cae7ab0d.xlsx,Province:A10,1,0,1,0
ScriptRules_Fire.xlsx,12_Fire_ModSeverity:C7,36,1,18,1
dSWI4_one_strain_ANOVA_done-by-hand-in-Excel_20181205.xlsx,dSWI4_ANOVA:J963,6,1,4,1
T_1840_1849.xlsx,std:L1,1,0,1,0
