fileName,Max Dep Ref,NoCompLookupSize,NoCompLookUpTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
louise_kitchen_001_1_1_1.pst.446.xls,April Origination:G331,2,0,2,0
geir_solberg_000_1_1.pst.13.xls,MAY(25):AG34,5,0,5,0
tracy_geaccone_000_1_1.pst.473.xls,Excluding CF:F19,90,1,12,1
randall_gay_000_1_1.pst.18.xls,Sheet1:F16,3,0,3,0
paul_y'barbo_000_1_1.pst.35.xls,JANUARY:AH10,1,0,1,0
larry_campbell_000_1_1.pst.141.xls,Sheet1:B12,9,0,2,0
kenneth_lay_000_1_1_1_1.pst.48.xls,ENRON:E18,20,0,20,0
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:CI10,218,3,72,3
scott_neal_000_1_1.pst.263.xls,STOR951:D13,13,0,4,0
lisa_gang_000_1_1.pst.53.xls,LOSSES:C16,3,0,2,0
theresa_staab_000_1_1.pst.218.xls,on call calendar:Z16,25,0,25,0
jonathan_mckay_001_1_1.pst.178.xls,quotes:V150,1,0,1,0
sally_beck_000_1_1_1_1.pst.254.xls,Appendix 1:D5,5,0,4,0
dutch_quigley_000_1_1.pst.157.xls,Sheet1:C5,2,0,2,0
andy_zipper_000_1_1.pst.65.xls,DD-ENA:F500,8,0,4,0
frank_ermis_000_1_1.pst.215.xls,11_27_01:I4,4,0,4,0
lisa_gang_000_1_1.pst.149.xls,Scheduling:AJ5,0,0,0,0
errol_mclaughlin_jr_000_1_1.pst.287.xls,Swap Pos:K7663,2,0,2,0
kevin_presto_000_1_1.pst.153.xls,NPCC:H11,2,0,2,0
lisa_gang_000_1_1.pst.196.xls,BASE GENERATION FORECAST:C10,7,0,1,0
tom_donohoe_000_1_1_1.pst.80.xls,Sheet1:I17,52,0,12,0
rick_buy_000_1_2_1.pst.30.xls,Replacement Costs:C4,9,0,5,0
kevin_presto_000_1_1.pst.17.xls,CALC:C104,182,3,1,3
keith_holst_000_1_1.pst.68.xls,Data WEI:B2,3709,40,2,41
elizabeth_sager_000_1_1.pst.60.xls,All PX Credits:K7,8,0,8,0
jason_wolfe_000_1_1.pst.10.xls,Metrics Form:I18,1,0,1,0
lisa_gang_000_1_1.pst.262.xls,Mrkr_EPMI_SalesApr02:G12,3,0,2,0
scott_neal_000_1_1.pst.328.xls,STOR951:D13,13,0,4,0
rick_buy_000_1_1_1_1.pst.44.xls,o178366:H19,1,0,1,0
lisa_gang_000_1_1.pst.29.xls,LOSSES:C16,3,0,2,1
bill_williams_iii_000_1_1.pst.68.xls,22:H6,268,3,194,4
peter_keavey_000_1_1.pst.118.xls,Reported:G67,1,0,1,0
chris_germany_000_1_2.pst.1092.xls,Manual Billing:D13,2,1,2,1
peter_keavey_000_1_1.pst.207.xls,Reported:G67,1,0,1,0
phillip_m_love_000_1_1.pst.516.xls,Sheet1:N1260,1,1,1,1
james_steffes_000_1_1.pst.279.xls,CTC Derivation:G7,261,4,35,4
tracy_geaccone_000_1_1.pst.417.xls,Detail:T1,481,8,282,8
jeff_dasovich_000_1_1_1.pst.89.xls,Q7:D19,24,0,4,0
phillip_m_love_000_1_1.pst.620.xls,summary:C5,3,0,3,0
hunter_shively_000_1_1.pst.330.xls,Nov 13:I7,1,0,1,0
joe_parks_000_1_1.pst.451.xls,Bridgeline DPR2:M12,17,0,7,0
kim_ward_000_1_2.pst.433.xls,Sheet1:D16,2,0,1,0
sally_beck_000_1_1_1_1.pst.197.xls,Sum Nov 29 to Dec 5:F6,3,0,3,0
tracy_geaccone_000_1_1.pst.25.xls,2000:E13,15,0,15,0
mary_fischer_000_1_1.pst.445.xls,Item 4:E12,8,0,4,0
darrell_schoolcraft_000_1_1_1.pst.401.xls,2002 HUB ATTCH#1:N13,13,0,9,0
kevin_presto_000_1_1.pst.210.xls,Palo:E6,111,0,111,0
kim_ward_000_1_2.pst.401.xls,Jul 01:H8,15,0,6,0
paul_y'barbo_000_1_1.pst.115.xls,Transport:D29,27,0,14,0
darrell_schoolcraft_000_1_1_1.pst.696.xls,by type_area:J4,69,1,68,1
lisa_gang_000_1_1.pst.206.xls,day 2:AA12,0,0,0,0
scott_neal_000_1_1.pst.254.xls,AGA Storage:G320,1,0,1,0
louise_kitchen_001_1_1_1.pst.259.xls,Sheet1:DV62,1,0,1,0
jim_schwieger_000_1_1.pst.68.xls,Comparison to Prior Periods:G34,17,0,12,0
darrell_schoolcraft_000_1_1_1.pst.214.xls,Plan vs. Forecast:D27,9,0,5,0
darrell_schoolcraft_000_1_1_1.pst.125.xls,Plan vs. Forecast:D19,9,0,5,0
tracy_geaccone_000_1_1.pst.7.xls,Estimate Vs. Plan:D9,9,0,8,0
daren_farmer_000_1_1.pst.246.xls,BMSPT066:A8,271,6,186,6
daren_farmer_001_1_1.pst.1090.xls,Bible:P31,2,0,2,0
stacey_white_000_1_1.pst.113.xls,Var. Rpt EPMI:H51,12,1,11,1
lisa_gang_000_1_1.pst.294.xls,EES-Schedule day 1:AA12,0,0,0,0
jeffrey_a_shankman_000_1_2.pst.109.xls,Sheet1:L48,72,1,51,1
phillip_m_love_001_1_1.pst.187.xls,Inv Bal 2001:C7,207,1,42,1
paul_y'barbo_000_1_1.pst.4.xls,NYMEX 2001:D38,3,0,2,0
danny_mccarty_000_1_1.pst.43.xls,TW Revenues by Customer:C9719,4,0,1,0
daren_farmer_000_1_1.pst.1278.xls,Sheet1:B44,3,0,2,0
david_delainey_000_1_1_1.pst.26.xls,Sheet1:C16,1,0,1,0
phillip_allen_000_1_1.pst.246.xls,utility:X6,38,1,6,1
jim_schwieger_000_1_1.pst.7.xls,Feb:E26,11,0,11,0
louise_kitchen_000_1_1_1_1.pst.91.xls,Sheet1:N9,9,0,9,0
mike_swerzbin_000_1_1.pst.84.xls,Sheet1:Z13,11,0,1,0
sara_shackleton_000_1_1_1.pst.21.xls,Input:C213,46,0,1,0
matthew_lenhart_001_1_1.pst.133.xls,Power Desk Daily PriceA:B9,3,0,3,0
mike_carson_000_1_1.pst.73.xls,Sheet1:D14,5,0,4,0
phillip_m_love_000_1_1.pst.661.xls,Module1:D41,12,0,12,0
daren_farmer_000_1_1.pst.1652.xls,Sheet1:C4,26,0,12,0
sally_beck_000_1_1_1_1.pst.311.xls,Enron Europe 1:Z1,81,0,1,0
chris_germany_000_1_2.pst.1077.xls,SD's Chris to Unify  Recon:AN188,0,0,0,0
sally_beck_000_1_1_1_1.pst.180.xls,GAS PHY:L894,4,0,3,0
chris_germany_000_1_2.pst.739.xls,Ces Retail:I1,277,3,246,4
benjamin_rogers_001_1_1.pst.148.xls,Answers:G103,7,0,5,0
robert_badeer_000_1_1.pst.0.xls,VaR:O39,3,0,3,0
rick_buy_000_1_1_1_1.pst.155.xls,Sheet1:B9,22,0,8,0
kevin_hyatt_000_1_1.pst.154.xls,Station #2 Discharge (3):G26,9,0,9,0
dan_hyvl_000_1_1.pst.177.xls,Sheet1:F49,6,0,6,0
darrell_schoolcraft_000_1_1_1.pst.687.xls,by type:J4,69,1,68,1
lisa_gang_000_1_1.pst.85.xls,LOSSES:C16,3,0,2,0
mike_swerzbin_000_1_1.pst.107.xls,Sheet1:AA17,0,0,0,0
mary_fischer_000_1_1.pst.371.xls,AGFY Promo:C10,63,0,5,0
jonathan_mckay_000_1_1.pst.25.xls,TETCO_TRANSCO:F38,729,7,638,7
james_steffes_000_1_1.pst.37.xls,Sheet1:Q49,5,0,5,0
richard_shapiro_000_1_1.pst.120.xls,STAFFING BY EMPLOYEE STATUS:K14,5,0,4,0
monika_causholli_000_1_1.pst.78.xls,Sheet1:T2006,1,0,1,0
scott_neal_000_1_1.pst.109.xls,AGA Storage:G364,1,0,1,0
kim_ward_000_1_2.pst.189.xls,daily:B669,30,0,1,0
daren_farmer_000_1_1.pst.214.xls,BMSPT066:A8,241,24,180,24
joe_parks_000_1_1.pst.442.xls,Bridgeline DPR2:M12,17,0,7,0
mary_fischer_000_1_1.pst.258.xls,E12.XLS:M32,15,0,15,0
rick_buy_000_1_1_1_1.pst.85.xls,Aug:AK6,4,0,1,0
scott_neal_000_1_1.pst.956.xls,Floor Plan:I59,6,0,1,0
andy_zipper_000_1_1.pst.97.xls,TRANSACTIONSUMMARYREPORT -1:N4780,9,0,3,0
don_baughman_000_1_1.pst.114.xls,Sheet1:C47,37,0,17,0
robin_rodrigue_001_1_1.pst.3.xls,Sheet12:R936,3,0,2,0
jeff_dasovich_000_1_1_1.pst.110.xls,Exhibit G - 5.63%:G3,270,3,136,3
scott_neal_000_1_1.pst.311.xls,AGA Storage:G320,1,0,1,0
sara_shackleton_000_1_2.pst.279.xls,Momma Credit Form :I29,3,0,3,0
chris_germany_000_1_2.pst.1166.xls,May  Setup:V125,310,4,67,4
holden_salisbury_000_1_1.pst.35.xls,Sheet1:C5,2,0,2,0
benjamin_rogers_001_1_1.pst.10.xls,Lincoln Energy Center 01 Budget:M21,7,1,7,1
jeffrey_a_shankman_000_1_2.pst.133.xls,Week #17:G23,11,1,5,1
errol_mclaughlin_jr_000_1_1.pst.90.xls,Sheet1:C14,26,0,1,0
theresa_staab_000_1_1.pst.176.xls,Citation Aug 01:AH178,0,0,0,0
benjamin_rogers_001_1_1.pst.237.xls,LDC:P39,2,0,2,0
sally_beck_002_1_1_1.pst.47.xls,Sheet1:I378,2,0,1,0
phillip_m_love_000_1_1.pst.10.xls,Physical:BC7,0,0,0,0
dutch_quigley_000_1_1.pst.116.xls,Sheet1:G34,4,0,3,0
lisa_gang_000_1_1.pst.12.xls,LOSSES:C16,3,0,2,0
scott_neal_000_1_1.pst.997.xls,Floor Plan:I59,6,0,1,0
kim_ward_000_1_2.pst.516.xls,Balance Sheet:B25,93,1,93,1
scott_neal_000_1_1.pst.695.xls,Sheet1:E32,180,2,109,2
chris_germany_000_1_1_1.pst.4.xls,Dmd Chrg Calc:D7,140,1,78,2
richard_sanders_000_1_1_1.pst.42.xls,Outstanding Collateral to PX:E20,3,0,3,0
kevin_presto_000_1_1.pst.283.xls,NPCC:H11,2,0,2,0
bill_williams_iii_000_1_1.pst.27.xls,9-10:C29,4,0,4,0
stacey_white_000_1_1.pst.139.xls,Var. Rpt EPMI:H51,12,0,11,0
jeff_dasovich_000_1_1_1.pst.16.xls,Sheet1:H11,6,1,6,1
darrell_schoolcraft_000_1_1_1.pst.655.xls,Sheet1:G12,4,0,4,0
john_griffith_000_1_1.pst.192.xls,Orig:B3,812,12,331,12
tracy_geaccone_000_1_1.pst.98.xls,ETS EXP:O35,11,0,11,0
phillip_platter_000_1_1.pst.32.xls,day 5:F60,10,1,9,1
chris_germany_000_1_1_1.pst.167.xls,Sheet1:V15,127,2,64,2
richard_shapiro_001_1_2.pst.213.xls,Summary:V40,1,0,1,0
tracy_geaccone_000_1_1.pst.343.xls,ETS:F16,39,0,19,0
michelle_lokay_000_1_2_1.pst.779.xls,Sheet2:B43,48,1,5,1
kay_mann_000_1_1.pst.73.xls,Full Turbine Position Spreadsht:B37,17,0,17,0
don_baughman_000_1_1.pst.196.xls,8-1:C20,37,1,17,1
sally_beck_001_1_1_1_1.pst.130.xls,Hotlist - Identified :G45,4,0,4,0
mark_whitt_000_1_1.pst.92.xls,Curves:B9,7,0,7,0
larry_campbell_000_1_1.pst.10.xls,Sheet1:C16,2,0,1,0
richard_sanders_000_1_1_1.pst.1.xls,Summary and Risking:C31,25,0,14,0
tracy_geaccone_000_1_1.pst.40.xls,Sheet2:V7,1,0,1,0
daren_farmer_001_1_1.pst.1075.xls,Feb 00:K51,19,0,19,0
gstorey_000_1_1.pst.12.xls,Sheet1:AN7,4,0,4,0
joe_quenet_000_1_1.pst.18.xls,Results:K5551,3,0,1,0
craig_dean_000_1_1.pst.25.xls,Gas Calculator:D3,500,2,1,2
darrell_schoolcraft_000_1_1_1.pst.140.xls,Sheet1:G15,3,0,3,0
john_forney_000_1_1.pst.63.xls,Sheet1:A8,6,0,6,0
vkaminski_001_1_2_1.pst.160.xls,Escalation:A20,1883,20,538,21
lisa_gang_000_1_1.pst.108.xls,LOSSES:C16,3,0,2,0
michelle_lokay_000_1_2_1.pst.119.xls,Sheet1:C12,4,0,4,0
errol_mclaughlin_jr_000_1_1.pst.34.xls,Detail:S8,2,0,2,0
mike_grigsby_000_1_1_1.pst.103.xls,DATA:E10,1,0,1,0
kevin_presto_000_1_1.pst.112.xls,NPCC:H11,2,0,2,0
richard_ring_000_1_1.pst.132.xls,Sales:M10,1,0,1,0
vkaminski_000_1_1_1.pst.197.xls,PricesW:B2,899,6,1,6
kevin_presto_000_1_1.pst.340.xls,NPCC:H11,2,0,2,0
lisa_gang_000_1_1.pst.221.xls,BASE GENERATION FORECAST:C10,7,0,1,0
sara_shackleton_001_1_1.pst.354.xls,Asset List:A8,38,1,3,1
jason_wolfe_000_1_2.pst.19.xls,Transport Rates:K128,5,0,3,0
scott_neal_000_1_1.pst.752.xls,Sheet1:E31,154,3,90,3
jeff_dasovich_000_1_1_1.pst.8.xls,Sheet1:B28,34,0,10,0
cara_semperger_000_1_1.pst.34.xls,Active Counterparties Feb 1:P31,2,0,2,0
stacey_white_000_1_1.pst.252.xls,BRA Power:A6,4385,384,1099,386
errol_mclaughlin_jr_000_1_1.pst.303.xls,RSXNSUMo:N28,2,0,2,0
kay_mann_000_1_1.pst.17.xls,Summary By Unit:D9,13,0,6,0
mike_carson_000_1_1.pst.58.xls,Sheet1:C13,10,0,10,0
rick_buy_000_1_2_1.pst.111.xls,Amort:A42,145,1,54,1
lisa_gang_000_1_1.pst.279.xls,EES-Schedule day 1:AA12,0,0,0,0
lynn_blair_000_1_1.pst.113.xls,September 1- 2 & 3- 2001:D3,20,0,20,0
lynn_blair_000_1_1.pst.67.xls,Dec.22-23-24&25:D3,27,0,27,0
chris_germany_000_1_2.pst.452.xls,CGAS:C6,179,2,177,2
gstorey_000_1_1.pst.107.xls,Nov-MARCH:C5,87,1,29,1
benjamin_rogers_001_1_1.pst.51.xls,Start Charge Matrix:A11,174,1,49,1
jeffrey_a_shankman_000_1_2.pst.0.xls,YTD Mgmt Summary:I15,19,0,16,0
darrell_schoolcraft_000_1_1_1.pst.427.xls,by type_area:J4,71,1,70,1
louise_kitchen_000_1_1_1_1.pst.242.xls,Cost Cancel Details:C58,667,9,13,10
lisa_gang_000_1_1.pst.164.xls,Sheet1:J44,6,0,5,0
louise_kitchen_001_1_1_1.pst.331.xls,Portland Trading & Origination:A3,17,0,2,0
chris_germany_000_1_2.pst.1036.xls,Mar  Setup:V125,310,4,67,4
kim_ward_000_1_2.pst.116.xls,Sheet1:B53,109,1,22,1
benjamin_rogers_001_1_1.pst.107.xls,Debt Calc.:B6,101,1,21,1
tracy_geaccone_000_1_1.pst.286.xls,CITRUS:I15,5,0,5,0
chris_germany_001_1_1.pst.112.xls,Sheet1:D18,7,0,6,0
michelle_lokay_001_1_1_1.pst.167.xls,burlington_cr:G595,1,0,1,0
chris_stokley_000_1_1.pst.28.xls,RESTAKEOUT:A871,43,0,1,0
scott_neal_000_1_1.pst.295.xls,Sheet1:L48,72,1,51,1
jim_schwieger_000_1_1.pst.212.xls,Prime Rate Calc- NET:A3,411,6,275,6
eric_linder_000_1_1.pst.102.xls,4-10:S8,3,0,2,0
daren_farmer_001_1_1.pst.1149.xls,Sheet1:F16,12,0,11,0
chris_germany_000_1_2.pst.65.xls,East Capacity:I1,109,1,88,1
mark_guzman_000_1_1_1.pst.169.xls,Sheet1:D16,4,0,3,0
andy_zipper_000_1_1.pst.80.xls,DD-ENA:F500,8,0,4,0
elizabeth_sager_000_1_1.pst.173.xls,Sheet1:J28,4,0,3,0
james_steffes_000_1_1.pst.221.xls,ANZA LOAD_LOSSES:E5685,6,0,6,0
scott_neal_000_1_1.pst.124.xls,AGA Storage:G298,1,0,1,0
paul_y'barbo_000_1_1.pst.171.xls,Attachment 3:G29,23,1,19,1
daren_farmer_000_1_1.pst.1237.xls,105633:J2,9,0,1,0
paul_y'barbo_000_1_1.pst.50.xls,JANUARY:AH10,1,0,1,0
robin_rodrigue_000_1_1.pst.152.xls,IMPositions:E15,7,0,7,0
joe_parks_000_1_1.pst.427.xls,available capacity:B29,2,0,2,0
monika_causholli_000_1_1.pst.61.xls,Sheet2:B20,2,0,2,0
john_griffith_000_1_1.pst.838.xls,1:C4,16,0,4,0
hunter_shively_000_1_1.pst.404.xls,ENOVATE DPR2:M14,18,0,8,0
scott_neal_000_1_1.pst.826.xls,Sheet1:E34,180,2,109,3
matthew_lenhart_001_1_1.pst.207.xls,Power West Price Off Peak-Tim:A1,2,0,2,0
gerald_nemec_000_1_1.pst.200.xls,Gas Plant - Tom Brown:D26,141,1,15,1
richard_shapiro_000_1_1.pst.105.xls,Allocations:G31,25,0,13,0
benjamin_rogers_000_1_1.pst.165.xls,NELP - Bellingham & Sayreville:E91,408,5,27,5
jeff_dasovich_000_1_1_1.pst.151.xls,Curves:AA12,0,0,0,0
matthew_lenhart_000_1_1.pst.10.xls,By Year:S679,2,0,2,0
joe_parks_000_1_1.pst.540.xls,Bridgeline DPR2:M12,17,0,7,0
daren_farmer_001_1_1.pst.1206.xls,RHODIA:D14,41,0,2,0
rick_buy_000_1_1_1_1.pst.170.xls,Cost Cancel Details:C18,667,10,13,10
vkaminski_001_1_2_1.pst.45.xls,Amort:A42,145,2,54,2
diana_scholtes_000_1_1.pst.65.xls,ENRON SIDE 2:U22,1,0,1,0
jeffrey_a_shankman_000_1_2.pst.21.xls,PHYSICAL:H11,5,0,4,0
daren_farmer_000_1_1.pst.287.xls,May 01:D55,19,1,19,1
jonathan_mckay_000_1_1.pst.122.xls,Rate 11 Balancing:B42,23749,406,5822,419
phillip_allen_000_1_1.pst.205.xls,matrix:B2,31,0,1,0
mike_swerzbin_000_1_1.pst.69.xls,Sheet1:Z13,11,1,1,1
mary_fischer_000_1_1.pst.273.xls,E12.XLS:M32,15,0,15,0
kevin_ruscitti_000_1_1.pst.4.xls,Swap:A8,1159,15,546,15
scott_neal_000_1_1.pst.239.xls,STOR951:D13,13,1,4,1
jonathan_mckay_001_1_1.pst.208.xls,quotes:V106,1,0,1,0
michelle_lokay_000_1_2_1.pst.300.xls,PNM 500617:L12,102,1,68,1
jeff_dasovich_000_1_1_1.pst.112.xls,cashflow 5.63:G3,270,2,136,2
barry_tycholiz_000_1_1.pst.75.xls,Sheet1:I18,3,0,2,0
harry_arora_000_1_1.pst.100.xls,Summer '98:C73,47,0,23,0
andy_zipper_000_1_1.pst.14.xls,Deal Detail:B9,522,5,1,5
chris_stokley_000_1_1.pst.94.xls,Matrix:I15,1,0,1,0
frank_ermis_000_1_1.pst.106.xls,10_31_01:I235,4,0,4,0
sally_beck_001_1_1_1_1.pst.17.xls,Appendix B:R122,19,0,12,0
mark_whitt_000_1_1.pst.150.xls,PowerPrices:BR5,40,1,40,1
daren_farmer_000_1_1.pst.210.xls,BMSPT066:A8,241,7,180,7
kim_ward_000_1_2.pst.526.xls,Phase II RFP - Table I :I18,6,0,6,0
sally_beck_000_1_1_1_1.pst.386.xls,Hotlist - Identified :F181,15,0,9,0
kim_ward_000_1_2.pst.429.xls,Sheet1:C9,448,6,198,6
daren_farmer_000_1_1.pst.113.xls,Unify Recon:B8,30,0,1,0
benjamin_rogers_000_1_1.pst.14.xls,Main:P20,8,0,5,0
vkaminski_000_1_1_1.pst.222.xls,Allocations:T4,50,0,6,0
benjamin_rogers_000_1_1.pst.173.xls,BaseLoad:B1,720,6,480,7
vkaminski_000_1_1_1.pst.125.xls,Dahbol:D5,4,0,3,0
sally_beck_000_1_1_1_1.pst.19.xls,Hotlist - Identified :G34,12,0,8,0
sally_beck_000_1_1_1_1.pst.242.xls,Mgmt Summary:I15,19,1,16,1
tracy_geaccone_000_1_1.pst.259.xls,Salary:C12,76,1,6,1
cooper_richey_000_1_1.pst.329.xls,pivot:F27,20,0,1,0
scott_neal_000_1_1.pst.283.xls,Sheet1:L48,72,1,51,1
john_griffith_000_1_1.pst.514.xls,Shimko:P8,814,9,660,10
craig_dean_000_1_1.pst.86.xls,4-21:S8,3,0,2,0
john_lavorato_000_1_2.pst.1.xls,CBK:E21,5,0,4,0
mark_taylor_000_1_1.pst.17.xls,Input:C213,49,0,1,0
darron_c_giron_000_1_1_1.pst.323.xls,Hours:B1,2,0,1,0
chris_germany_000_1_2.pst.1081.xls,Ces Retail:J1,318,4,273,4
darrell_schoolcraft_000_1_1_1.pst.170.xls,Jan 2002:A6,31,1,1,1
theresa_staab_000_1_1.pst.149.xls,CIG  WKST:K68,99,0,66,0
fletcher_sturm_000_1_1.pst.77.xls,sheet 1:A149,74,0,8,0
chris_stokley_000_1_1.pst.110.xls,AVG WE:H44,1,0,1,0
chris_germany_001_1_1.pst.754.xls,Sheet1:C27,2,0,2,0
vladi_pimenov_000_1_1.pst.38.xls,New York Sum:E39,15,0,14,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:BQ1974,3,0,3,0
bill_williams_iii_000_1_1.pst.57.xls,Dispatch:V84,2,0,1,0
joe_parks_000_1_1.pst.469.xls,Bridgeline DPR2:M12,17,0,7,0
stacey_white_000_1_1.pst.126.xls,Sheet4:C5,12,0,2,0
gerald_nemec_000_1_1.pst.111.xls,P&S63K:N12,27,0,14,0
tracy_geaccone_000_1_1.pst.212.xls,ETS-TWrestatemt:AB18,0,0,0,0
chris_germany_000_1_2.pst.721.xls,Jan00:B35,85,1,85,1
bill_williams_iii_000_1_1.pst.48.xls,Sheet1:C31,2,0,2,0
james_steffes_000_1_1.pst.131.xls,Sheet1:D16,3,0,3,0
benjamin_rogers_000_1_1.pst.164.xls,Model:F123,655,9,45,9
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D61,1098,17,100,18
vkaminski_000_1_1_1.pst.116.xls,Sheet1:E4,25,0,9,0
daren_farmer_000_1_1.pst.1259.xls,Sheet1:O13,3,0,3,0
vladi_pimenov_000_1_1.pst.47.xls,New York Sum:E39,15,0,14,0
stacey_white_000_1_1.pst.320.xls,11-28:A45,1,0,1,0
jeff_dasovich_000_1_1_1.pst.54.xls,DWR purchases:H7,46,0,7,0
chris_germany_000_1_1_1.pst.103.xls,Transco:D15,11,1,11,1
kam_keiser_000_1_1.pst.139.xls,Sheet1:A15,3,0,2,0
kevin_presto_000_1_1.pst.2.xls,Sheet1:M10,3,0,2,0
sally_beck_000_1_2_1.pst.46.xls,support for reclass of ENA:I15,7,0,7,0
scott_neal_000_1_1.pst.274.xls,Sheet1:L48,72,1,51,1
monika_causholli_000_1_1.pst.51.xls,Sheet1:D124,5,0,2,0
chris_stokley_000_1_1.pst.157.xls,Nov Debtor:F51,8,0,5,0
barry_tycholiz_000_1_1.pst.66.xls,Sheet2:H19,3,0,3,0
daren_farmer_000_1_1.pst.1685.xls,Hours:E9,2,0,2,0
daren_farmer_000_1_1.pst.104.xls,Jan 01 trial:AW14,13,0,13,0
vkaminski_000_1_1_1.pst.310.xls,Sheet1:A64,10866,246,1130,251
jeff_dasovich_000_1_1_1.pst.200.xls,Sheet1:B7,6,0,6,0
louise_kitchen_000_1_2_1.pst.203.xls,Template:G15,9,0,4,0
jonathan_mckay_000_1_1.pst.163.xls,Enron Direct Deal Sheet:B10,26,1,26,1
kevin_presto_000_1_1.pst.319.xls,NPCC:H11,2,0,2,0
jeff_dasovich_000_1_1_1.pst.103.xls,Data:E21,51,1,17,1
kate_symes_000_1_1.pst.265.xls,04-18:E12,2,0,2,0
stacey_white_000_1_1.pst.367.xls,By Region:DN71,6,0,6,0
monika_causholli_000_1_1.pst.42.xls,Sheet1:H252,1,1,1,1
mark_taylor_000_1_1.pst.152.xls,Products:A4,1465,13,1465,13
mike_grigsby_000_1_1_1.pst.255.xls,Months:F4,306,2,153,2
daren_farmer_001_1_1.pst.1246.xls,ZoneBreakout:B19,135,1,69,2
louise_kitchen_000_1_1_1_1.pst.259.xls,Cost Cancel Details:C18,667,9,13,9
joe_parks_000_1_1.pst.246.xls,XL-OPT:P811,363,3,242,4
vkaminski_001_1_2_1.pst.156.xls,Amort:F10,66,1,13,1
lisa_gang_000_1_1.pst.308.xls,EES-Schedule day 1:AA12,0,0,0,0
joe_parks_000_1_1.pst.228.xls,mar:H29,5,0,2,0
richard_sanders_000_1_1_1.pst.82.xls,Sheet2:C20,6,0,2,0
john_griffith_000_1_1.pst.21.xls,Shimko:P8,662,8,508,8
geir_solberg_000_1_1.pst.26.xls,SEP(1):U35,13,0,12,0
jim_schwieger_000_1_1.pst.104.xls,Sheet1:AR17,0,0,0,0
sally_beck_000_1_1_1_1.pst.136.xls,Direct Expense:D19,51,1,4,1
scott_neal_000_1_1.pst.186.xls,Sheet1:A1,59,1,30,1
rick_buy_000_1_1_1_1.pst.145.xls,Breakdown:Y10,11,0,4,0
vkaminski_000_1_1_1.pst.269.xls,SwitchOption:K3,430,4,86,4
kevin_ruscitti_000_1_1.pst.103.xls,03-27-00AM:CN222,1,0,1,0
kevin_hyatt_000_1_1.pst.126.xls,Daily:J44,1,0,1,0
joe_parks_000_1_1.pst.557.xls,Bridgeline DPR2:M12,17,0,7,0
drew_fossum_000_1_1.pst.140.xls,Misc. Exp. Sup:N17,11,0,5,0
joe_parks_000_1_1.pst.102.xls,Sheet1:D2,129,2,57,2
theresa_staab_000_1_1.pst.334.xls,Sheet1:A7,30,0,1,0
juan_hernandez_000_1_1.pst.164.xls,Sheet1:C20,37,1,17,1
benjamin_rogers_001_1_1.pst.53.xls,Sheet2:C41,23,0,22,0
peter_keavey_000_1_1.pst.58.xls,Reported:G67,1,0,1,0
kate_symes_000_1_1.pst.121.xls,3-1:S8,3,0,2,0
stacey_white_000_1_1.pst.223.xls,Var. Rpt EPMI:H51,12,1,11,1
daren_farmer_000_1_1.pst.1356.xls,DEC 00:D7,27,0,1,0
daren_farmer_000_1_1.pst.1106.xls,June 00:D55,19,0,19,0
darron_c_giron_000_1_1_1.pst.332.xls,Sheet1:B9,1,0,1,0
louise_kitchen_000_1_1_1_1.pst.212.xls,West Power Origination:M21,54,0,47,0
stacey_white_000_1_1.pst.302.xls,Daily Peak and Off Peak:A35,1,0,1,0
daren_farmer_000_1_1.pst.1277.xls,apr2000:G111,2,0,2,0
lisa_gang_000_1_1.pst.295.xls,BASE GENERATION FORECAST:C10,7,0,1,0
louise_kitchen_000_1_1_1_1.pst.31.xls,Daily Position:G16,87,2,44,2
frank_ermis_000_1_1.pst.124.xls,Sheet1:J88,1,0,1,0
lindy_donoho_000_1_1_1.pst.280.xls,Sheet1:E10,11,0,3,0
lisa_gang_000_1_1.pst.198.xls,EES-Schedule day 1:AA12,0,0,0,0
chris_germany_000_1_2.pst.1160.xls,Ces Retail:J1,288,3,249,3
joe_parks_000_1_1.pst.316.xls,Daily Analysis:H7,608,5,608,5
john_lavorato_001_1_1_1.pst.19.xls,Cost Cancel Details:C18,667,14,13,15
larry_campbell_000_1_1.pst.468.xls,2002 O&M :U33,4,0,4,0
darrell_schoolcraft_000_1_1_1.pst.647.xls,NW:AB5,4,0,4,0
chris_germany_000_1_2.pst.185.xls,Sheet1:D6,3,0,2,0
jason_wolfe_000_1_1.pst.12.xls,Original Order:G12,1,0,1,0
tracy_geaccone_000_1_1.pst.277.xls,Sheet1:P9,3,0,3,0
tracy_geaccone_000_1_1.pst.374.xls,By Group:AF87,0,0,0,0
chris_germany_000_1_2.pst.207.xls,1671 Cleburne Intrastate:K29,11,0,9,0
vkaminski_000_1_1_1.pst.204.xls,Report:K252,172,3,101,4
phillip_m_love_000_1_1.pst.693.xls,Sheet1:I7,5,0,5,0
richard_ring_000_1_1.pst.163.xls,BASE GENERATION FORECAST:C10,7,0,1,0
bill_williams_iii_000_1_1.pst.39.xls,10-5:U33,3,0,3,0
