fileName,Longest Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
andy_zipper_000_1_1.pst.79.xls,DD-EGL:P29,3,0,2,0
craig_dean_000_1_1.pst.21.xls,Sheet1:C3,9,0,7,0
richard_sanders_000_1_1_1.pst.73.xls,Schedule 3:D8,80,1,61,1
louise_kitchen_000_1_1_1_1.pst.230.xls,Template:G25,5,0,3,0
robert_badeer_000_1_1.pst.129.xls,VaR:O39,3,0,3,0
benjamin_rogers_001_1_1.pst.35.xls,Sheet1:F8,11,0,11,0
hunter_shively_000_1_1.pst.362.xls,DAILY:X2,3,0,2,0
dutch_quigley_000_1_1.pst.151.xls,Sheet1:B12,4,0,4,0
mark_guzman_000_1_1_1.pst.122.xls,West Power Position:I9,11,0,11,0
jay_reitmeyer_000_1_1.pst.207.xls,CurveFetch:E2,30,0,1,0
phillip_platter_000_1_1.pst.64.xls,EES-Schedule day 1:Y59,9,0,9,0
kevin_presto_000_1_1.pst.337.xls,NPCC:H35,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.753.xls,Sheet1:G18,3,0,3,0
darrell_schoolcraft_000_1_1_1.pst.143.xls,22:B11,7,0,5,0
louise_kitchen_001_1_1_1.pst.277.xls,Executive:C21,8,0,7,0
phillip_allen_000_1_1.pst.193.xls,weekly:F7,10,0,8,0
daren_farmer_000_1_1.pst.1189.xls,Sheet1:K67,43,1,22,1
kate_symes_001_1_1.pst.10.xls,Dec 2000:G20,1,0,1,0
jonathan_mckay_001_1_1.pst.195.xls,quotes:P104,1,0,1,0
louise_kitchen_000_1_2_1.pst.221.xls,Hall:X3,2,0,2,0
lynn_blair_000_1_1.pst.20.xls,12-23-'97:B51,3,0,2,0
craig_dean_000_1_1.pst.112.xls,Blank:L30,1,0,1,0
stacey_white_000_1_1.pst.5.xls,Delta (PV) Position as of 11-29:D36,5,0,5,0
errol_mclaughlin_jr_000_1_1.pst.133.xls,Surety Bond Annuity:B11,73,1,23,1
gerald_nemec_000_1_1.pst.3.xls,Sheet1:L10,1,0,1,0
drew_fossum_000_1_1.pst.131.xls,Short Form:L24,7,0,7,0
stacey_white_000_1_1.pst.16.xls,Sheet1:F38,4,0,4,0
phillip_allen_000_1_1.pst.215.xls,weekly:F7,10,0,7,0
don_baughman_000_1_1.pst.202.xls,8-1:C38,37,0,17,0
lisa_gang_000_1_1.pst.326.xls,BASE GENERATION FORECAST:C10,1,0,1,0
daren_farmer_000_1_1.pst.248.xls,BMSPT066:A8,44,1,28,1
kam_keiser_000_1_1.pst.227.xls,CA basis:D72,59,0,59,0
jeff_dasovich_000_1_1_1.pst.27.xls,Exhibit 1:E6,8,0,7,0
thomas_martin_000_1_1_1.pst.211.xls,Assumptions:C16,20,0,20,0
rick_buy_000_1_1_1_1.pst.39.xls,May:AK6,1,0,1,0
vkaminski_001_1_2_1.pst.100.xls,Forward Curves:F98,36,0,2,0
louise_kitchen_000_1_1_1_1.pst.203.xls,Sheet1:A4,1,0,1,0
scott_neal_000_1_1.pst.112.xls,STOR951:C21,5,0,3,0
mary_fischer_000_1_1.pst.277.xls,E12.XLS:M27,15,0,15,0
john_griffith_000_1_1.pst.181.xls,TerreEconoms:C4,17,0,15,0
cara_semperger_000_1_1.pst.39.xls,2 (4):P16,2,0,2,0
theresa_staab_000_1_1.pst.264.xls,Nominations:N18,5,0,5,0
vkaminski_001_1_2_1.pst.138.xls,Forward curve model:B2,10,0,6,0
gstorey_000_1_1.pst.18.xls,Sheet1:F6,2,0,2,0
michelle_lokay_000_1_2_1.pst.259.xls,NW:AC5,4,0,4,0
kimberly_watson_000_1_1.pst.87.xls,Sheet1:C19,31,0,2,0
kevin_presto_000_1_1.pst.171.xls,NPCC:H35,2,0,2,0
lisa_gang_000_1_1.pst.93.xls,LOSSES:B14,3,0,3,0
john_hodge_000_1_1.pst.98.xls,Sheet1:C5,1,0,1,0
daren_farmer_000_1_1.pst.1426.xls,GC Recon:D212,15,0,11,0
benjamin_rogers_000_1_1.pst.41.xls,Summary:AB15,0,0,0,0
sally_beck_001_1_1_1_1.pst.299.xls,LPG:B20,1,0,1,0
bill_williams_iii_000_1_1.pst.66.xls,Sheet2:B4,2,0,2,0
scott_neal_000_1_1.pst.691.xls,Sheet1:E32,94,1,56,1
darrell_schoolcraft_000_1_1_1.pst.287.xls,22:B11,7,0,5,0
phillip_m_love_000_1_1.pst.141.xls,Summary:D8,8,0,8,0
louise_kitchen_000_1_1_1_1.pst.347.xls,2Q:K24,15,0,15,0
sally_beck_000_1_1_1_1.pst.251.xls,Enron Europe 1:A2,4,0,1,0
paul_lucci_000_1_1.pst.33.xls,Nominations:N18,5,0,5,0
lisa_gang_000_1_1.pst.160.xls,day 2:P11,13,0,13,0
stacey_white_000_1_1.pst.279.xls,BRA Power:A6,28,0,22,0
marie_heard_000_1_1.pst.14.xls,Momma Credit Form :H33,3,0,3,0
phillip_allen_000_1_1.pst.109.xls,weekly:F6,11,0,10,0
darron_c_giron_000_1_1_1.pst.138.xls,Sheet1:G47,1,0,1,0
jonathan_mckay_000_1_1.pst.154.xls,Enron Direct Deal Sheet:B6,4,0,3,0
theresa_staab_000_1_1.pst.120.xls,Enron IT:J15,9,0,6,0
kate_symes_000_1_1.pst.1048.xls,Dec 2000:G20,1,0,1,0
peter_keavey_000_1_1.pst.191.xls,Reported:F30,1,0,1,0
benjamin_rogers_001_1_1.pst.139.xls,Homestead:J34,23,0,23,0
theresa_staab_000_1_1.pst.370.xls,Nominations:K44,5,0,5,0
darron_c_giron_002_1_1_1.pst.157.xls,30 Year:A4,10,0,5,0
kim_ward_000_1_2.pst.206.xls,Detail:K12,29,0,12,0
tracy_geaccone_000_1_1.pst.295.xls,EGM EXP:G3,6,0,6,0
jeffrey_a_shankman_000_1_2.pst.126.xls,Week #13 (2):G8,10,0,6,0
elizabeth_sager_001_1_1.pst.13.xls,EIM:C5,1,0,1,0
elizabeth_sager_000_1_1.pst.166.xls,Top Exposure cob 101101 :N181,1,0,1,0
darron_c_giron_000_1_1_1.pst.262.xls,Orig Sched:N10,4,0,3,0
lynn_blair_000_1_1.pst.139.xls,Detail:C192,3,0,2,0
monika_causholli_000_1_1.pst.15.xls,FOEX:D24,3,0,2,0
darrell_schoolcraft_000_1_1_1.pst.762.xls,July 01:A6,3,0,2,0
richard_shapiro_000_1_1.pst.151.xls,Sheet1:K23,5,0,4,0
chris_germany_000_1_1_1.pst.130.xls,Nov-00 EPA:K66,9,0,7,0
chris_germany_000_1_2.pst.1045.xls,Tenn:E58,71,0,4,0
louise_kitchen_000_1_2_1.pst.230.xls,Canada:C19,1,0,1,0
jay_reitmeyer_000_1_1.pst.234.xls,Curves:C3,54,0,32,0
daren_farmer_000_1_1.pst.1198.xls,Sheet1:C6,1,0,1,0
drew_fossum_000_1_1.pst.218.xls,Recap of captive vs non captive:E11,1,0,1,0
holden_salisbury_000_1_1.pst.7.xls,Jan 08-14:C17,7,0,7,0
kate_symes_000_1_1.pst.57.xls,Fri-Sat:K11,3,0,3,0
marie_heard_000_1_1.pst.41.xls,Momma Credit Form :H33,3,0,3,0
kimberly_watson_000_1_1.pst.40.xls,Sheet1:F11,19,0,16,0
darron_c_giron_000_1_1_1.pst.165.xls,Run Query:D25,1,0,1,0
tracy_geaccone_000_1_1.pst.392.xls,ICAprest:AK12,4,0,3,0
paul_y'barbo_000_1_1.pst.58.xls,Commodity Charge:D26,9,0,9,0
rick_buy_000_1_1_1_1.pst.109.xls,Current Risk Pool:F12,5,0,2,0
daren_farmer_001_1_1.pst.1050.xls,DELV SUMMARY:A8,1,0,1,0
jeff_dasovich_000_1_1_1.pst.81.xls,GCIM & PBR:D8,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.521.xls,Sheet1:G18,3,0,3,0
sally_beck_001_1_1_1_1.pst.191.xls,GrossMargin:F18,19,0,19,0
andy_zipper_000_1_1.pst.88.xls,DD-EGL:P29,3,0,2,0
lisa_gang_000_1_1.pst.45.xls,APRIL (17):D25,10,0,7,0
louise_kitchen_000_1_2_1.pst.172.xls,1101:G14,7,0,4,0
kim_ward_000_1_2.pst.166.xls,Sheet1:F9,20,0,11,0
scott_neal_000_1_1.pst.247.xls,AGA Storage:F162,1,0,1,0
tracy_geaccone_000_1_1.pst.151.xls,Trackers:D184,221,2,35,2
kevin_presto_000_1_1.pst.288.xls,NPCC:H35,2,0,2,0
steven_merriss_000_1_1.pst.117.xls,APRIL (17):G35,7,0,4,0
kevin_presto_000_1_1.pst.105.xls,NPCC:H35,2,0,2,0
chris_stokley_000_1_1.pst.20.xls,0314-0324:C5,2,0,2,0
daren_farmer_001_1_1.pst.1185.xls,Dec 99:A8,1,1,1,1
lynn_blair_000_1_1.pst.178.xls,Oct 23 thru Oct 29:A13,42,0,16,0
lindy_donoho_000_1_1_1.pst.126.xls,Sheet1:E66,2,0,2,0
phillip_m_love_001_1_1.pst.348.xls,people:G49,11,0,8,0
dutch_quigley_000_1_1.pst.277.xls,Sheet1:A128,2,0,2,0
stacey_white_000_1_1.pst.419.xls,west all commodities:G25,5,0,5,0
chris_germany_000_1_2.pst.1103.xls,Monthly Volumes Needed:F11,2,0,2,0
chris_dorland_000_1_1_1.pst.31.xls,Results:K40,2,0,2,0
mary_fischer_000_1_1.pst.453.xls,RETAIL4:B20,17,0,17,0
phillip_allen_000_1_1.pst.127.xls,weekly:F6,11,0,10,0
larry_may_000_1_1.pst.102.xls,OStrip1:C6,1,0,1,0
michelle_lokay_000_1_2_1.pst.142.xls,WOT by Month:AB22,0,0,0,0
robin_rodrigue_000_1_1.pst.15.xls,Detail:E3372,1,0,1,0
scott_neal_000_1_1.pst.103.xls,STOR951:C21,5,0,3,0
lindy_donoho_000_1_1_1.pst.117.xls,PLAN00:F185,19,0,18,0
daren_farmer_000_1_1.pst.1054.xls,June 00:D51,19,0,19,0
kevin_presto_000_1_1.pst.144.xls,NPCC:H35,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.463.xls,22:B11,7,0,5,0
kimberly_watson_000_1_1.pst.3.xls,Current Est Vs. Forecast:D14,8,0,4,0
benjamin_rogers_001_1_1.pst.101.xls,Debt Calc.:B4,7,0,6,0
darrell_schoolcraft_000_1_1_1.pst.433.xls,NW:AC5,4,0,4,0
don_baughman_000_1_1.pst.132.xls,Sheet1:C38,37,0,17,0
mark_taylor_000_1_1.pst.204.xls,Sheet1:B2,1,0,1,0
john_lavorato_000_1_2.pst.104.xls,Gas deals:E1380,1,0,1,0
hunter_shively_000_1_1.pst.411.xls,ENOVATE DPR2:O13,17,0,9,0
scott_neal_000_1_1.pst.972.xls,Floor Plan:I58,6,0,1,0
chris_germany_000_1_1_1.pst.79.xls,Daily Activity:B9,76,1,55,1
scott_neal_000_1_1.pst.778.xls,Sheet1:E30,77,1,48,1
sally_beck_001_1_2_1.pst.257.xls,RAW DATA (LONDON):A1,3,0,2,0
richard_shapiro_000_1_1.pst.142.xls,Sheet1:H22,5,0,4,0
chris_germany_000_1_2.pst.176.xls,Release Status:L54,2,0,2,0
lisa_gang_000_1_1.pst.103.xls,LOSSES:B14,3,0,3,0
benjamin_rogers_000_1_1.pst.128.xls,Income Statement:C5,6,0,6,0
jim_schwieger_000_1_1.pst.178.xls,Sheet1:C6,2,0,1,0
darron_c_giron_000_1_1_1.pst.350.xls,Sheet1:B2,45,1,40,1
matt_motley_000_1_1_1.pst.17.xls,SUM SO2:I55,14,0,14,0
kate_symes_000_1_1.pst.1181.xls,Dec 2000:G20,1,0,1,0
frank_ermis_000_1_1.pst.1.xls,Sheet1:D16,3,0,3,0
robert_badeer_000_1_1.pst.130.xls,VaR:O39,3,0,3,0
phillip_m_love_000_1_1.pst.627.xls,Adjusted:N2151,2,0,2,0
phillip_allen_000_1_1.pst.157.xls,weekly:F39,9,0,9,0
richard_ring_000_1_1.pst.154.xls,Sheet1:E20,8,0,7,0
matt_motley_000_1_1_1.pst.6.xls,Position By trader PRINT:G15,3,0,2,0
peter_keavey_000_1_1.pst.76.xls,Reported:F30,1,0,1,0
kate_symes_000_1_1.pst.761.xls,2-15:S6,3,0,2,0
joe_parks_000_1_1.pst.404.xls,Mar 2002:C17,5,0,4,0
jeffrey_a_shankman_000_1_2.pst.117.xls,Sheet1:G19,1,0,1,0
lisa_gang_000_1_1.pst.189.xls,Scheduling:AJ5,0,0,0,0
drew_fossum_000_1_1.pst.227.xls,TOP 25:E12,9,1,6,1
mike_carson_000_1_1.pst.39.xls,Options:B12,9,0,1,0
joe_parks_000_1_1.pst.120.xls,Tx Gulf Matrix:AD61,2,0,2,0
mike_carson_000_1_1.pst.78.xls,Sheet1:C10,6,0,5,0
lisa_gang_000_1_1.pst.229.xls,BASE GENERATION FORECAST:C10,1,0,1,0
daren_farmer_001_1_1.pst.1080.xls,DELV SUMMARY:A8,1,0,1,0
scott_neal_000_1_1.pst.787.xls,Sheet1:E30,75,0,46,0
mary_hain_000_1_1.pst.11.xls,Exchange:D4,3,0,2,0
john_hodge_000_1_1.pst.191.xls,Confirmation:G6,11,0,11,0
daren_farmer_000_1_1.pst.811.xls,Nom:A10,1,0,1,0
benjamin_rogers_001_1_1.pst.110.xls,Debt:B38,551,6,67,6
lynn_blair_000_1_1.pst.148.xls,Sheet2:C15,1,0,1,0
andy_zipper_000_1_1.pst.164.xls,Broker Data:C5,2,0,2,0
matt_motley_000_1_1_1.pst.56.xls,Sheet1:A33,7,0,4,0
scott_neal_000_1_1.pst.963.xls,Floor Plan:I58,6,0,1,0
john_arnold_000_1_2.pst.112.xls,Impact:O45,7,0,5,0
vkaminski_002_1_1_1.pst.17.xls,Asset1:E18,1,0,1,0
don_baughman_000_1_1.pst.179.xls,Sheet1:C38,37,1,17,1
paul_y'barbo_000_1_1.pst.28.xls,LNG:H186,742,4,549,5
chris_germany_000_1_1_1.pst.186.xls,Feb Setup:V49,96,1,17,1
peter_keavey_000_1_1.pst.240.xls,Reported:F30,1,0,1,0
kim_ward_000_1_2.pst.368.xls,Data:U7,8,0,4,0
darron_c_giron_000_1_1_1.pst.292.xls,Roll-10:B4,9,0,6,0
chris_germany_000_1_1_1.pst.160.xls,Tenn:F19,2,0,2,0
jonathan_mckay_000_1_1.pst.9.xls,Estate Time Sheet:I18,4,0,3,0
chris_germany_000_1_2.pst.1112.xls,April EPA Vols:K45,9,0,9,0
scott_neal_000_1_1.pst.305.xls,STOR951:C21,5,0,3,0
kevin_presto_000_1_1.pst.162.xls,NPCC:H35,2,0,2,0
elizabeth_sager_000_1_1.pst.13.xls,Px - ISO :E10,7,0,7,0
errol_mclaughlin_jr_000_1_1.pst.52.xls,Sheet1:B12,1,0,1,0
keith_holst_000_1_1.pst.104.xls,Sheet1:A60,1,0,1,0
jeff_dasovich_000_1_1_1.pst.0.xls,Sheet1:C16,5,0,5,0
jason_wolfe_000_1_2.pst.28.xls,Sheet1:C3,8,0,4,0
phillip_allen_001_1_1.pst.168.xls,Project List:H26,15,0,9,0
louise_kitchen_000_1_2_1.pst.277.xls,Sheet1:C32,4,0,4,0
lisa_gang_000_1_1.pst.230.xls,Scheduling:AJ5,0,0,0,0
scott_neal_000_1_1.pst.200.xls,SLN 2848:A3,1,0,1,0
lisa_gang_000_1_1.pst.36.xls,APRIL (8):N24,10,0,8,0
harry_arora_000_1_1.pst.36.xls,Total Market Size:M8,20,0,2,0
tracy_geaccone_000_1_1.pst.190.xls,COSTS:D16,5,0,3,0
mike_swerzbin_000_1_1.pst.139.xls,Sheet1:AA14,0,0,0,0
phillip_m_love_000_1_1.pst.666.xls,0005 GL:L41,6,0,3,0
tracy_geaccone_000_1_1.pst.408.xls,Format:D13,55,0,55,1
phillip_allen_000_1_1.pst.224.xls,Unit Costs:Y34,75,0,35,0
robin_rodrigue_000_1_1.pst.100.xls,SUM - C$:C7,20,0,20,0
louise_kitchen_000_1_1_1_1.pst.133.xls,total by commodity:G15,5,0,3,0
richard_ring_000_1_1.pst.80.xls,Floor Plan:I62,6,0,1,0
darrell_schoolcraft_000_1_1_1.pst.665.xls,Sheet1:J2,5,0,3,0
benjamin_rogers_001_1_1.pst.254.xls,Debt:B38,551,5,67,6
vkaminski_001_1_2_1.pst.129.xls,DRM:D14,49,1,6,1
darron_c_giron_002_1_1_1.pst.272.xls,Sheet2:D8,3,0,3,0
robin_rodrigue_000_1_1.pst.186.xls,Report:AA45,0,0,0,0
benjamin_rogers_000_1_1.pst.146.xls,DCF-PV 3 years:C31,55,0,52,0
kim_ward_000_1_2.pst.109.xls,Utility Statistics:B33,3,0,3,0
theresa_staab_000_1_1.pst.0.xls,June01:B20,21,0,15,0
lisa_gang_000_1_1.pst.63.xls,LOSSES:B14,3,0,3,0
vkaminski_002_1_1_1.pst.232.xls,Sheet1:C10,2,0,1,0
jonathan_mckay_000_1_1.pst.359.xls,JonMckay-Mon8:B97,15,0,8,0
jeff_dasovich_000_1_1_1.pst.130.xls,Payout:I7,5,0,5,0
sally_beck_001_1_1_1_1.pst.137.xls,YTD Mgmt Summary:I9,16,0,16,0
phillip_platter_000_1_1.pst.55.xls,Sheet2:A3,3,0,2,0
michelle_lokay_000_1_2_1.pst.124.xls,Astra's:A9,1,0,1,0
louise_kitchen_001_1_1_1.pst.480.xls,1Q:B1402,2,1,1,1
chris_germany_000_1_2.pst.1159.xls,CGAS:AL10,0,0,0,0
michelle_lokay_000_1_2_1.pst.295.xls,Sheet1:B12,7,0,6,0
lynn_blair_000_1_1.pst.122.xls,27349:C40,7,0,6,0
richard_sanders_001_1_1_1.pst.7.xls,Sheet1:N16,11,0,7,0
vkaminski_000_1_1_1.pst.278.xls,READDATA:AD6,0,0,0,0
jeffrey_a_shankman_000_1_2.pst.183.xls,Mgmt Summary:I18,19,0,16,0
lisa_gang_000_1_1.pst.259.xls,BASE GENERATION FORECAST:C10,1,0,1,0
mike_carson_000_1_1.pst.66.xls,Sheet1:C11,5,0,4,0
scott_neal_000_1_1.pst.217.xls,Sheet1:J50,22,0,10,0
tori_kuykendall_000_1_1_1.pst.105.xls,Sheet1:B5,1,0,1,0
john_forney_000_1_1.pst.16.xls,Target:A4,1,0,1,0
matthew_lenhart_001_1_1.pst.183.xls,Power West Price Off-Peak:V29,1,0,1,0
diana_scholtes_000_1_1.pst.57.xls,Sheet1:B23,9,0,5,0
sally_beck_000_1_1_1_1.pst.260.xls,Hotlist - Identified :M23,4,1,4,1
darrell_schoolcraft_000_1_1_1.pst.406.xls,Sheet1:G18,3,0,3,0
kenneth_lay_000_1_1_1_1.pst.42.xls,ENRON:AE43,0,0,0,0
benjamin_rogers_001_1_1.pst.227.xls,CLARIFICATIONS:A28,1,0,1,0
lisa_gang_000_1_1.pst.159.xls,BASE GENERATION FORECAST:C10,1,0,1,0
chris_germany_000_1_2.pst.1015.xls,northeast:C16,3,0,3,0
benjamin_rogers_000_1_1.pst.32.xls,Northeast Pricing:K7,3,0,1,0
richard_ring_000_1_1.pst.53.xls,Proposal Spreadsheet:F11,4,0,1,0
lindy_donoho_000_1_1_1.pst.6.xls,Buy House & Buy 1 Condo (2):B26,7,0,4,0
chris_germany_000_1_2.pst.102.xls,Sheet1:B9,62,1,7,1
gerald_nemec_000_1_1.pst.120.xls,LCGG financing:B6,164,1,9,1
lisa_gang_000_1_1.pst.75.xls,LOSSES:B14,3,0,3,0
louise_kitchen_000_1_2_1.pst.189.xls,Earnings By Month:AF12,3,0,3,0
kimberly_watson_000_1_1.pst.96.xls,WOT by Month:AB22,0,0,0,0
rick_buy_000_1_2_1.pst.118.xls,Amort:F10,57,0,14,1
kevin_ruscitti_000_1_1.pst.142.xls,Sheet1:C53,4,0,2,0
phillip_platter_000_1_1.pst.28.xls,day 2:Y59,10,0,10,0
kimberly_watson_000_1_1.pst.10.xls,NW:AC5,4,0,4,0
daren_farmer_000_1_1.pst.1084.xls,June 00:D7,1,0,1,0
phillip_allen_001_1_1.pst.380.xls,Mkt.:C5,65,1,9,1
mike_grigsby_000_1_1_1.pst.111.xls,DATA:E192,1,0,1,0
richard_ring_000_1_1.pst.124.xls,JUNE:H822,1,1,1,1
mary_fischer_000_1_1.pst.268.xls,E12.XLS:M27,15,0,15,0
daren_farmer_000_1_1.pst.239.xls,BMSPT066:A8,44,0,28,0
dutch_quigley_000_1_1.pst.121.xls,Sheet1:C5,1,0,1,0
lindy_donoho_000_1_1_1.pst.17.xls,WOT by Month thru 2010:DU7,2,0,2,0
john_lavorato_000_1_1_1.pst.1.xls,Sheet1:W13,4,0,4,0
frank_ermis_000_1_1.pst.160.xls,CurveFetch:E2,30,1,1,1
chris_germany_000_1_2.pst.57.xls,Daily Activity:E11,4,0,3,0
frank_ermis_000_1_1.pst.15.xls,PLANTS:L49,9,0,4,0
chris_germany_000_1_2.pst.87.xls,Apr 2002:F18,4,0,3,0
phillip_m_love_001_1_1.pst.137.xls,Sheet2:G5,144,1,121,1
richard_shapiro_001_1_2.pst.204.xls,Sheet1:D8,3,0,3,0
shelley_corman_000_1_1.pst.46.xls,Feb 2001:D14,1,0,1,0
lisa_gang_000_1_1.pst.317.xls,Scheduling:AJ5,0,0,0,0
scott_neal_000_1_1.pst.23.xls,AGA Storage:F162,1,0,1,0
scott_neal_000_1_1.pst.159.xls,Sheet1:F10,7,0,7,0
chris_germany_000_1_1_1.pst.159.xls,Sheet1:T17,39,0,39,0
daren_farmer_000_1_1.pst.122.xls,Unify Recon:B8,1,0,1,0
john_hodge_000_1_1.pst.51.xls,ENA Fincl  Pos 11262001 detail:S17,3,0,2,0
kate_symes_000_1_1.pst.778.xls,Deals:B11,16,1,6,1
monika_causholli_000_1_1.pst.135.xls,ENE Universe:R11,9,0,9,0
michelle_lokay_000_1_2_1.pst.212.xls,NW:AC5,4,0,4,0
larry_campbell_000_1_1.pst.635.xls,Certification Form:O17,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.735.xls,Sheet4:I1,12,0,12,0
kevin_hyatt_000_1_1.pst.144.xls,Station #2 Discharge:G100,8,0,8,0
kevin_presto_000_1_1.pst.132.xls,NPCC:H35,2,0,2,0
lisa_gang_000_1_1.pst.286.xls,day 2:P11,13,0,13,0
lisa_gang_000_1_1.pst.200.xls,EES-Schedule day 1:P11,13,0,13,0
scott_neal_000_1_1.pst.317.xls,Sheet1:L9,25,1,15,1
drew_fossum_000_1_1.pst.342.xls,Sempra_1_Expired:F10,17,0,12,0
jeffrey_a_shankman_000_1_2.pst.214.xls,Rate Increase Model:E11,18,0,17,0
chris_germany_000_1_2.pst.119.xls,Sheet1:G6,2,0,2,0
kevin_presto_000_1_1.pst.276.xls,NPCC:H35,2,0,2,0
joe_parks_000_1_1.pst.548.xls,Bridgeline DPR2:O12,15,0,8,0
louise_kitchen_000_1_2_1.pst.347.xls,Gas Trading:D35,1,0,1,0
mary_hain_000_1_1.pst.124.xls,Sheet1:C6,31,0,8,0
jim_schwieger_000_1_1.pst.161.xls,data:C294,7,0,6,0
david_delainey_000_1_1_1.pst.4.xls,JrDebt:E12,382,3,25,4
daren_farmer_000_1_1.pst.1444.xls,ZoneBreakout:C5,37,0,27,0
frank_ermis_000_1_1.pst.72.xls,CurveFetch:E2,30,0,1,0
andy_zipper_000_1_1.pst.134.xls,Transaction Listing -1:B1489,1,0,1,0
mary_fischer_000_1_1.pst.124.xls,Sheet1:E15,12,0,3,0
chris_germany_000_1_2.pst.431.xls,CGAS:M6,14,0,14,0
gstorey_000_1_1.pst.90.xls,Martin:Z46,3,0,3,0
kam_keiser_000_1_1.pst.293.xls,support for reclass of ENA:G4,7,0,6,0
gerald_nemec_000_1_1.pst.237.xls,Sheet1:A5,9,0,6,0
daren_farmer_000_1_1.pst.1115.xls,Sheet1:F8,12,0,6,0
rick_buy_000_1_2_1.pst.38.xls,Alpha:G45,1,0,1,0
darrell_schoolcraft_000_1_1_1.pst.490.xls,22:B11,7,0,5,0
rick_buy_000_1_1_1_1.pst.136.xls,Breakdown:Y13,10,0,4,0
stacey_white_000_1_1.pst.232.xls,Detail Expenses:D64,51,1,4,1
judy_townsend_000_1_1.pst.22.xls,Demand Calculations:B4,18,0,15,0
kevin_presto_000_1_1.pst.376.xls,NPCC:H35,2,0,2,0
jim_schwieger_000_1_1.pst.71.xls,NYMEX-PR:A1536,5,0,4,0
darron_c_giron_000_1_1_1.pst.177.xls,January 2000:E10,4,0,4,0
sally_beck_000_1_1_1_1.pst.435.xls,2000:B8,11,0,6,0
lisa_gang_000_1_1.pst.115.xls,to portland:H5,6,0,5,0
chris_germany_000_1_2.pst.246.xls,external:C8,7,0,6,0
john_griffith_001_1_1.pst.528.xls,Tables:B26,1,0,1,0
harry_arora_000_1_1.pst.66.xls,Digital:G12,3,0,1,0
daren_farmer_001_1_1.pst.1097.xls,June 00:D51,19,1,19,1
tracy_geaccone_000_1_1.pst.365.xls,Without EPSC:Q15,3,0,3,0
lisa_gang_000_1_1.pst.2.xls,LOSSES:B14,3,0,3,0
matthew_lenhart_001_1_1.pst.156.xls,Malin:A2,3,0,2,0
phillip_allen_000_1_1.pst.254.xls,ROX Fcst:C4,12,0,7,0
louise_kitchen_000_1_2_1.pst.13.xls,Sheet1:F7,6,0,4,0
louise_kitchen_000_1_1_1_1.pst.163.xls,Allocations Detail:G37,5,0,5,0
chris_stokley_000_1_1.pst.49.xls,Sheet1:M8,7,0,7,0
benjamin_rogers_000_1_1.pst.116.xls,ENA Debt:B11,86,1,6,1
benjamin_rogers_001_1_1.pst.113.xls,Sheet1:E14,2,0,2,0
scott_neal_000_1_1.pst.704.xls,Sheet1:F73,33,0,21,0
juan_hernandez_000_1_1.pst.128.xls,Hours:B1,2,0,1,0
kevin_presto_000_1_1.pst.311.xls,NPCC:H35,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.363.xls,TW 2001 & 2002 DTH COMPARISON:D41,6,0,5,0
michelle_lokay_000_1_2_1.pst.289.xls,Sheet1:B11,6,0,5,0
tracy_geaccone_000_1_1.pst.163.xls,2002TWDepr:I21,6,0,6,0
kevin_presto_000_1_1.pst.117.xls,NPCC:H35,2,0,2,0
andy_zipper_000_1_1.pst.161.xls,Broker Data:C5,2,0,2,0
darrell_schoolcraft_000_1_1_1.pst.630.xls,DukeTW WT-1:A38,1,0,1,0
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,28,0,22,0
darrell_schoolcraft_000_1_1_1.pst.169.xls,Jan 2002:A6,2,0,1,0
kenneth_lay_000_1_1_1_1.pst.3.xls,Sheet1:D14,23,0,10,0
dutch_quigley_000_1_1.pst.106.xls,Sheet1:B12,4,0,4,0
theresa_staab_000_1_1.pst.382.xls,Enron Fuel Sale:F19,6,0,6,0
sally_beck_000_1_1_1_1.pst.203.xls,D 01 (2):O384,2,0,2,0
fletcher_sturm_000_1_1.pst.118.xls,Sheet1:G11,2,0,1,0
daren_farmer_000_1_1.pst.1066.xls,June 00:D7,1,0,1,0
gstorey_000_1_1.pst.106.xls,Sheet1:D30,6,0,6,0
elizabeth_sager_000_1_1.pst.131.xls,Call Spread Values:B19,1,0,1,0
chris_dorland_000_1_1_1.pst.43.xls,Results:K40,2,0,2,0
kevin_presto_000_1_1.pst.141.xls,NPCC:H35,2,0,2,0
richard_ring_000_1_1.pst.74.xls,2638-895-1001:B42,6,0,2,0
darrell_schoolcraft_000_1_1_1.pst.460.xls,Sheet1:G18,3,0,3,0
phillip_allen_000_1_1.pst.662.xls,Sheet2:C6,10,1,5,1
sally_beck_001_1_1_1_1.pst.348.xls,Total EES Look:K11,11,1,11,1
lisa_gang_000_1_1.pst.300.xls,day 2:P11,13,0,13,0
mark_haedicke_000_1_2.pst.20.xls,ALLOC. INSIDE ONLY:J4,6,0,4,0
scott_neal_000_1_1.pst.332.xls,Sheet1:L9,25,0,15,0
