fileName,Longest Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
Queue-2mill-1024-prod.xlsx,Queue-2mill-1024-prod:B8678,1,0,1,0
MacIC-Portfolio-V1-Jan-28-2017.xlsx,Returns:R18,1172,14,1169,15
Empirical+proof+of+standard+deviation.xlsx,Std Dev:W37,26,0,11,0
robin_rodrigue__33371__FTCan_Gas_Bench.xlsx,Detail:F4412,1,0,1,0
Victory_Frederick_CapstoneProject 1.xlsx,Orders:C3533,1,0,1,0
frank_ermis__11186__West NatGas Prices 1112.xlsx,CurveFetch:E2,30,0,1,0
工作簿1 - 副本-20181124094219781.xlsx,不良明细:CEA5,2,0,1,0
relacao_geral_-_vodanet_-_24-09-2012.xlsx,Semanal:C2,11,0,8,0
supply data.xlsx,Sheet1:X46,1,0,1,0
MOM v10.2.xlsx,MOM v10.0:K1926,1,0,1,0
steo_feb_21.xlsx,Dates:D1,147,1,5,1
House_Election_Data_2008.xlsx,Cong Dist:BD4906,6,0,3,0
AllDataShapeSimulation.xlsx,Raw Data:K3768,1,0,1,0
US Macro KPI Report.xlsx,Staff Analytics:N1,107,1,56,1
Budget Doc.xlsx,Sheet1:AF10850,0,0,0,0
vegetation_par0001.xlsx,veg_par_pasture:E1635,635,4,424,5
2022-1QC_molds_daily_archive_v3.xlsx,wieght_report:E43,5,0,4,0
134-visual.xlsx,Line:A4,51,0,1,1
Slots.xlsx,Char count by slot:B44,2,0,2,0
Kosovo Daily COVID Numbers ending 06-21.xlsx,Regional:B7,3,0,3,0
september-2-2021.xlsx,TestingByDate (Test Date):C3,588,3,1,3
SelectedData1.xlsx,Sheet1:C1859,1,0,1,0
BryanPMPActualAllManual - Copy.xlsx,2015:AJ11,0,0,0,0
database_2016.xlsx,All data:I4705,3,0,1,0
数值_关卡.xlsx,随机关卡:I4,119,1,20,1
Security Returns - Solutions.xlsx,Returns:H43,5,0,4,0
ACI.xlsx,H=1.25-P=1.5:I37,2,0,2,0
Data Luas dan Produksi Kelapa Sawit per Kabupaten_Jan 17.xlsx,BERAU:E22,143,1,56,1
605f2856e2fbf.xlsx,Province:B27,1,0,1,0
AvP.xlsx,Data Tables:B5,184,2,1,2
NUKE.xlsx,20150310_NUKE.csv:AC213,0,0,0,0
budget Lbs - talu Setelah MC 0.xlsx,Rincian harian MC0:B28,981,8,12,9
Modelos gráficos.xlsx,Gráficas:H31,14,0,1,0
GPSC_CTD_2016.4.25.xlsx,CTD:Q16587,1,0,1,0
ExampleStudy.xlsx,Sources:E16,106,1,55,1
input_UC_iix2.xlsx,wind_test:I206,4,0,4,0
qpcr_template_ottawa_wide.xlsx,Ottawa community data:AG5,4,1,2,1
enem_2012.xlsx,Sheet1:J127,1,0,1,0
Train_dataset (1).xlsx,Diuresis_TS:F6298,1,0,1,0
6thBatch.xlsx,Sheet1:AF373,0,0,0,0
Fact2Sheet_Corona_20200605.xlsx,ComparisonInf:F2,192,1,1,1
CN_08_01_CO_REC30_SolicitudGrafica.xlsx,Solicitud gráfica:B10,298,3,298,3
MyLifeMyVoice-IssueLog-202111.xlsx,WCAG 2.1:A8,8,0,4,0
6502.xlsx,シート1:K3,1024,13,26,13
new_inventory.xlsx,Skin-Investments:A72,1557,30,11,30
Borrador.xlsx,Hoja1:B21,61,1,1,1
VIL-2018-10.xlsx,22:AE12,1,0,1,0
W01-V03 Change View Options.xlsx,Orders:Q955,4,0,3,0
Adsvana DSP 网络广告投放计划执行情况报告-choies_130429.xlsx,第二周（10-29～11-04）:D30,5,0,5,0
covid-19-dashboard_1-31-2021.xlsx,TestingByDate (Test Date):G3,374,3,1,3
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B7%2BFebruary%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
Pagina_Inicio_PN.xlsx,Datos Pagina Inicial:V437,5,0,4,0
Fact2Sheet_Corona_20200706.xlsx,ComparisonInf:F2,192,8,1,8
980127.xlsx,تجارت :N420,3,0,1,0
train-types.xlsx,Sheet1:A439,1,0,1,0
BAO CAO CHI 16.10-22.10 TEMPLATE.xlsx,Chi tiết:D87,54,1,2,1
LouisvilleMetro_Covid-19_Data_January142021.xlsx,Mann-Kendall Trend Tests - BETA:A109,30,0,5,0
World Bank Doing Business Historical-data---COMPLETE-dataset-with-scores.xlsx,DRAFT:CR726,0,0,0,0
Must Have SKUs v2.xlsx,Store Count:V57,5,0,4,0
Employees_data.xlsx,Sheet1:F9,2,1,2,1
lecture6p_2021.xlsx,F-F_Research_Data_Factors_daily:F181,1,0,1,0
STANDARDNI KALKULATOR 2014 POLOVNO VOZILI REGISTROVANO.xlsx,Plan otplate 1M:J9,257,4,87,4
benjamin_rogers__1261__Consolidated 6 Peaker-062000.xlsx,Debt:B34,366,7,25,7
refer.xlsx,REFER:P259,2,0,1,0
RedDeerRaw_data.xlsx,summary:H29,4,0,1,0
REMISIONES   OBRADOR   MARZO    2017.xlsx,M A R Z O    2 0 1 7     :E41,6,0,4,0
lari 7 km per jam 100m.xlsx,take 3:F1514,1,0,1,0
project19.xlsx,Exponential:A6265,1,0,1,0
Boksmodel.xlsx,Boksmodel:B11,20999,492,3938,503
diana_scholtes__8611__Pwr west P&L.xlsx,SUM SO2:O26,14,0,14,0
526.xlsx,ỨNG CHI CTRINH:E5,459,3,3,3
VT_SE_HOU.xlsx,Buildings_DR:I2,378,3,155,4
Prelisting Science USGS Master_19Mar2018.xlsx,Data4Figure_allRegions:I8,4,0,3,0
relacao_geral_-_vodanet_-_22-08-2014.xlsx,Anatel:N1213,227,1,1,1
2015 Arborist Recompense Totals.xlsx,2015 Arborist Recompense Totals:F872,1,0,1,0
30b.REACH_YEM_Dataset_Joint-Market-Monitoring-Initiative-JMMI_August-2020.xlsx,Cleaned Data:LN7,0,0,0,0
【东吴银行】老16家上市银行不良率汇总.xlsx,平安:A23,1050,17,42,18
tutosat_perus.xlsx,Arvioijat:B81,1,0,1,0
BAU_PPU_2021-2030_data RPJMD-Rev2.xlsx,Direct N2O:M53,12,0,9,0
THB01 2020 Final.xlsx,Sheet2:F67,4,0,3,0
hw_6_2.xlsx,model:D39,12298,249,2461,256
USA list.xlsx,Feuil1:B43,3971,37,1,38
suicide_data_minimal.xlsx,Total 2005-2011:O14,7,0,3,0
工作簿1-20181122164802381.xlsx,不良明细:CEA5,2,0,1,0
虎林码头11月过车详情.xlsx,202011:G4000,1,0,1,0
VIL-2015-08.xlsx,AUG 26:Q12,12,0,6,0
分解法乘法 C.xlsx,holt:C3,164,2,29,2
Known Distributions (2).xlsx,Fun with colors:C2,2000,15,1,15
재료비.xlsx,15. NE:O25,423,4,81,4
chris_stokley__3864__TAKEOUT_2001_06.xlsx,RESTAKEOUT:A871,43,0,1,0
100ms.xlsx,Data:AB90,0,0,0,0
Crystal Surface Height Mapping_0614.xlsx,Second Si@0.1W_2xFWHM:N83,1,0,1,0
工作簿1-20181122135748760.xlsx,不良明细:CEA5,2,0,1,0
I680NB_S4.xlsx,Configuration:O7,1,0,1,0
没事，还有更全的 33000.xlsx,Sheet2:A419,1,0,1,0
Riesgos - Anexo I_Elaboracion_iteracion2.xlsx,Análisis:A2,478,141,1,141
Database Anime.xlsx,Smart Counter:E299,1,0,1,0
巢湖核算版(2).xlsx,0.5-1:J5,2,0,2,0
BSAI_TAC_ABClsx.xlsx,BSAI harvest specs 1986-present:A2,67,0,34,1
Assignments_Hrishikesh.xlsx,Calculator for binary:B5,89,1,35,1
Stock 25.01.20.xlsx,Target & Achivement:Z9,41,0,21,0
0.41147314357174-1-Administrador-2021-07-15-SUBSIDIOS MAYO SAC.xlsx,Hoja1:T912,3,0,2,0
zad5.xlsx,D:J2,6444,46,2148,49
Oligo Printer Layout.xlsx,Sheet2:DM82,11,0,11,0
cerner_model.xlsx,CodeSet:G7,10841,100,1,103
day 10 create data.xlsx,Sheet5 (5):B10,67,1,67,1
Raw_data_signals.xlsx,computation:C496,2500,26,958,27
LucasBouissa_21_Yumi.xlsx,No modificar!!:C65,42,1,18,1
05.3. S&P500-KOSPI200 (실습결과).xlsx,sheet1:B2,2592,21,1,22
analysis-v3.xlsx,Ex7ep:C2,273,2,137,2
VIL-2015-01.xlsx,JAN 18:Q18,12,0,6,0
工作簿1 - 副本-20181126095151763.xlsx,不良明细:CEA5,2,0,1,0
医療需要予測ツール_オミクロンとブースター考慮版v3_20220103.xlsx,短期予測:I5,1079,19,884,20
Kickstarter_Challenge_copy.xlsx,Outcomes Based on Goals:D8,4,0,1,0
iata_airport_list_20131028.xlsx,Locations Format Spec:B10,1,0,1,0
anggaranSTPN.xlsx,BelanjaDetail:A114,34,0,1,0
AHP_Psychometric - weighted.xlsx,AHP Example:M88,466,7,466,7
Droidbot.xlsx,Timer Reload Value:F3,13,0,9,0
백테스팅_그래프.xlsx,삼성전자우 1년:C249,1,0,1,0
PIC32_OSC_CONFIG_v1.1.xlsx,PIC32MZ Osc Config:D90,293,2,282,2
_WIZ練習予定表H31(03).xlsx,31.1月:D3,31,0,31,0
2019-06-15-0720_dryopteris_carthusiana.xlsx,Measurements:C11,5610,85,1980,88
LouisvilleMetro_Covid-19_Data_November182020.xlsx,Mann-Kendall Trend Tests - BETA:A37,30,0,5,0
EUR_Market.xlsx,Swap6M:Q14,2,0,1,0
Workshop2.xlsx,IPC:B1605,2,0,1,0
literatuurplein-prijzen-edities_06122019.xlsx,literatuurplein-prijzen-edities:D1247,1,0,1,0
Kickstarter_Challange.xlsx,Outcomes Based On Goals:D5,4,0,1,0
Kelas I.xlsx,Final Report:F23,1,0,1,0
Prueba_Optimista.xlsx,Estadísticos:X1,1177,16,99,16
Sendy.xlsx,Raw Data:K3,3,0,2,0
PID-Simulator.xlsx,Calculation:D2,145,1,142,1
CDBG FY18.xlsx,Hawaii Counties :E13,14,0,10,1
credit_test_my_data_1.xlsx,Лист1:V9424,1,0,1,0
LovenoxDVT.xlsx,original:F38,1,0,1,0
timeseries_tracertest_Kortright_7hr.xlsx,Hydrograph_TracerTest:A545,5608,40,1,41
band.predicting diamond prices project.xlsx,Forecast scenarios:B31,9,0,5,0
COPY_FuE_SimKPIs_Comparison.xlsx,data | test TPT vs niedrige:J10,3,0,1,0
采购退货单模板.xlsx,Sheet1:O125,2,0,1,0
REMISIONES--MARZO    --- 2 0 1 5.xlsx,CENTRAL REMIS:BD1,0,0,0,0
KickStarter My Chart.xlsx,Bonus-Goals:D5,4,0,1,0
sponza.xlsx,Tabelle1:A2,2464,37,1,37
12.9号订单流水帐.xlsx,Sheet1:N11,4,1,3,1
SolicitudGrafica_CN_10_06_CO_REC_150.xlsx,Solicitud gráfica:B10,298,3,298,3
Metrics.xlsx,MCofA:C2,4,0,3,0
Tap 6 Clone (12_1_2019) (BLUE TILT).xlsx,Report:D41,4,0,2,0
WESTLICHE DATEN GESAMT.xlsx,LonLat-Formatierung:B1202,2,0,2,0
BM Achievement Status till 13-02-2021 - Copy.xlsx,Dealer Wise:E45,21,0,3,0
mary_fischer__25621__77N.xlsx,E12.XLS:M32,15,0,15,0
output_bottomup.xlsx,SellSide:AO32,0,0,0,0
20190525 164431 SmartCut 效益.xlsx,多點斷筋:W40,15,0,6,0
04.代码自测结果表（模板）.xlsx,代码自测结果表:K11,2,0,1,0
Macheta Nominala COVID.xlsx,CONFIRMATI CJ:F64,1,0,1,0
2019-05-16-1035_empty_racir.xlsx,Measurements:C11,5610,100,1980,103
StarterBook - Alon Rosner.xlsx,Data:D4075,1,0,1,0
Grade_woe_data.xlsx,Woe Grade:C3,16,0,9,0
rightArm_ini_generator.xlsx,external:N5,34,0,12,0
Stock 24.08.2021.xlsx,Final Stock:E4,9,0,6,0
GaussianClusterTest.xlsx,test old faithful:A283,20147,1510,1913,1520
80N_Temp+FDDs.xlsx,80N_Temp:AS207,1,0,1,0
JUNIO RAUL  2016.xlsx,PERNIL CON PIEL:G9,2420,18,1,18
Wales.xlsx,Q4 - Need NOT CLEAN :L11,1,0,1,0
SMOK.xlsx,Arkusz1:C2,14011,291,7010,298
Reporte_de_Covid-19_del_24_de_diciembre_2021_al_06_de_enero_del_2022-A.xlsx,Semáforo:E42,4,0,3,0
Ashley County Medical Center.xlsx,OP Services:E2141,25,0,4,0
co-2020-vr-05.xlsx,Status:C10,3,0,3,0
1.1 3.17. Practical example. Confidence intervals_lesson.xlsx.xlsx,Germany:AM28,0,0,0,0
Allocator_Evaluation.xlsx,SW-EXP summary:B9,2,0,1,0
2020年慢病预算(12.12调整稿).xlsx,老店老客门店:AQ134,8,0,8,0
Hicks-Pries_2012.xlsx,fraction:D13,2,0,1,0
7.1.Practical-example.Confidence-intervals-lesson.xlsx,Germany:AM28,0,0,0,0
工作簿1 - 副本-20181126094353956.xlsx,不良明细:CEA5,2,0,1,0
Hae.xlsx,Sheet1:E39,7,0,3,0
2_result.xlsx,baseline_2:D71,8,0,6,0
final_database.xlsx,Tiempos:B2,6,0,2,0
2 terms 2.xlsx,July:R7,129,1,3,1
VIL-2014-09.xlsx,SEPT 18:Q14,12,0,6,0
REMISIONES----OBRADOR---JUNIO    2016.xlsx,REMISIONES ABRIL  2016  :B3,4062,30,1,31
SolicitudGrafica_CN_10_11_CO.xlsx,Solicitud gráfica:B10,298,2,298,3
3차유의어정리_기재금지어목록.xlsx,전체:D4,3,0,3,0
文明.xlsx,属性汇总:S3,219,2,1,2
TBA.xlsx,Sheet2:C16,1,0,1,0
07-04-2015_10_23_34 am.xlsx,Hoja2:AM83,0,0,0,0
bi_altorendimiento_dat2.xlsx,Alto rendimiento:D254,2,0,1,0
drah_compliant_cy19.xlsx,DRaH:D62407,1,0,1,0
Ranking_2020-11-26.xlsx,avrange of n:K495,1,0,1,0
Structural_Annotation.xlsx,OLD-Templates_ICL3:C5,11,0,4,0
TB-FSC-004A-data.xlsx,Raw Data:E76,1,0,1,0
Deployment_Templates.xlsx,Resource Plan:F4,1,0,1,0
Kickstarter_Analysis_CPZ.xlsx,Summarized Stats:B7,4,0,1,0
super-duper-display-image.xlsx,disp map:B2,959,7,30,7
7_17_Create_date_and_time_part_columns.xlsx,Sheet1:B49914,4,0,1,0
2191.xlsx,シート1:K3,1024,14,26,14
NABL_2021_Master_POST_Draft.xlsx,Rosters and available players:AB8,0,0,0,0
RKC regression current.xlsx,up to 11 sizeweight regress:L1643,9,0,9,0
Fallzahlen_Kum_Tab_20210516_075810.xlsx,Tageswerte berechnet:B11,2,0,1,0
Membros_IPCTBA_2021_22092021.xlsx,MembrosComungantes:N481,1,0,1,0
Repetition_N.01_TR.5_formulas.xlsx,Repetition_N.01_TR.5:B4551,2,0,2,0
leut-MDdata-5k.rect.normal.ascii.xlsx,5k.rect.normal.ascii:D9578,3,1,2,1
relacao_geral_-_vodanet_-_04-09-2012.xlsx,Semanal:C2,14,0,8,0
gla-household-income-estimates-with-real-change.xlsx,Wards:L321,1,0,1,0
Stock 22.03.20.xlsx,Smartphone Sales Report:C4,54,0,27,0
W1KG13126-37.xlsx,Sheet1:C2,14196,196,7098,204
MTH9814_Group6_HW3.xlsx,Prob2:A28,11,1,6,1
RS_2017-18_data_by_LA.xlsx,LA drop-down:I17,68,0,8,0
RCRD - Stage & Route (October 2021 data).xlsx,RtD by site Apr-Oct:B25,9,0,6,0
laravel-excel-LvHkZvDCBeTkeVIOBTe8tBUZ5CCQQUmS.xlsx,CashFlow & Billing:C7,39,0,11,0
Таблица тест-кейса Практика 2.xlsx,Тест-кейсы:K11,2,0,1,0
kdp.xlsx,D2:E12,1,0,1,0
realme stock 04.02.21.xlsx,Sheet1:H65,9,1,6,1
Neural Network3.xlsx,Model:E4,24,0,8,0
asl-stats-sheet-tau-6-years.xlsx,ASL STATS SHEET TAU 6 Yrs:AYD41,0,0,0,0
STN_Forecast_Fixture.xlsx,Arrivals:DS23,2,0,2,0
Translations_Master_File-v1.2.5.xlsx,Labels:AR6,2,0,2,0
821Test WinReveal.xlsx,EPlus Data-WithSetback-East:H87,1,0,1,0
Scores for Streptavidin Mutations.xlsx,Res 12:B27,8,0,1,1
2021-11QC_molds_daily_archive_v3.xlsx,wieght_report:E42,5,0,4,0
myodds_history_20212022_new_leagues.xlsx,2way:E957,11,1,3,1
ReportData.xlsx,ReportData:M693,1,0,1,0
mirae-asset-full-portfolio---april-2020.xlsx,MALCF:G85,2,0,1,0
HPL_Births10_14_SMCO.xlsx,Play:C16,1,0,1,0
Trinity Core Q1 2019 Fill Rate.xlsx,Item Impact Summary:B4,8,0,3,0
Remoteness_LDC_data.xlsx,2003:G136,130,1,2,1
walkingFast_euler.xlsx,walking_euler:A1,7499,47,1,48
eurovision_song_contest_1975_2017v4.xlsx,Data:E8524,1,0,1,0
FICHA-GIPI_2016_Revisión de áreas_Agosto.xlsx,200 NIÑ@S:E91,14,0,14,0
Test data-priya - Copy.xlsx,products_data:Q9,1,0,1,0
monster_config.xlsx,怪物属性分配:R43,4,0,1,0
Vitorvic_keySample_Compare_Output1538699558946.xlsx,Sample_Compare_Output1538699558:C46377,1,0,1,0
SAM-0.1 OR30x100-0.50_6 dataset analysis.xlsx,State026:L67,6,0,1,0
KCDC_data.xlsx,SummaryByDay:A66,164,1,1,1
Heirarichal.xlsx,Sheet1:D6,12,0,4,0
ep-2010-combined-assessment-tool-roo.xlsx,Photos:B22,19,0,19,0
BLD10.xlsx,2:L6,3,0,1,0
Primary%20Education%20Indicators%202011-12.xlsx,Enrolment:G9,11,0,6,0
MC19C-25-RIL'S F4.5 GCDT_MC19B-06 GCDT_Sergio Cruz_C19C_V2-CIATCO00509L (1).xlsx,map:AX14,11,0,11,0
Bảng điểm thành phần 4 lớp  he thong dua tren tri thuc (1).xlsx,Nhóm (1):J21,1,0,1,0
Excel challenge.xlsx,BonusStatAnalysis:B35,2202,44,35,44
dart_message_generator.xlsx,ent_poly:B16,8440,133,2020,137
inbound.xlsx,inbound:C2,1216,10,1,10
trips.xlsx,trips:D14297,1,0,1,0
DataBuilding.xlsx,HourlyRainfallSimulator:H12,55,0,50,1
2021.03.17 Courtney D. Schuldt - Thinkful.com (3688).xlsx,test 2:G8,8,0,5,0
resource discovery 500.xlsx,resource discovery 7500:A43,3,0,2,0
CCS Costs.xlsx,45Q tax credit:G3,10,0,1,0
PLANILLA DE REMISIONES DE MAYO 2016-01.xlsx,MAYO:F245,12,1,5,1
hero.xlsx,英雄军衔配置表:P4,1259,11,1258,12
python_MRI_matrix_testing.xlsx,MRI z-score Matrix:BCY8,1,0,1,0
Stock 02.06.20.xlsx,Smartphone Sales Report:C5,54,1,27,1
Unit 1 Homework-Kickstart My Chart.xlsx,Goal Outcomes:B12,4,0,1,0
4_ComPC-bigc_April_181.xlsx,Sellout Big C (2):Y89,5,0,5,0
OTC2_09022018_18022018_BPH.xlsx,OTC2_09022018_18022018_BPH:E83,1,0,1,0
february 2019.xlsx,Summary:B3,27,0,1,0
ACP - September 2020 Poll Final Vote Count.xlsx,Sheet1:D2,391,3,1,3
realme stock 03.01.2022.xlsx,Report:F5,7,0,5,0
steo_jan_15.xlsx,Dates:D3,73,0,2,0
Rec-20211102-9ZteMBKDb.xlsx,รวม FG:E11,2,0,1,0
g1294_0315.xlsx,Sheet1:C5,22,0,1,0
mary_fischer__25415__yr 2001 Commissioning Summary 2-26-02.xlsx,Feb 2002:C196,11,1,7,1
results_12.02.2020.xlsx,Commits:F43,8,0,3,0
wm.xlsx,Sheet1:U15,4,0,2,0
Excel_dataVis.xlsx,New Sheet & Bonus:B11,6,0,3,0
ISTC_February_2017.xlsx,Items Sold to Customers:E66,4,0,4,0
exam1v3.xlsx,Problem 1:I21,18,0,8,0
MSU_Cheng_Chicken_PlexSeq_Report_090517_SNPs_&_Indels.xlsx,QC:P3,3,0,3,0
任务20120531.xlsx,任务:B215,3,0,3,0
ZIP_COUNTY_032020.xlsx,ZIP_COUNTY_032020:A5188,1,0,1,0
REPORTE_MENSUAL_mes_de_abril_JAVIER.xlsx,RMI - ENERO 2017:T21,4,0,1,0
serverOutput_019.xlsx,serverOutput_019:B5498,3,0,2,0
HYSKJF_项目工作日志(第一周).xlsx,Sheet1:J12,3,0,3,0
Relatorio Indices Finais_DIPAM_2010-2017.xlsx,DIPAM_2010:F41,2584,45,2584,47
g1161_0418.xlsx,מזומנים:J14,40,0,4,0
8路201303单程运营统计.xlsx,Sheet7:G16,2,0,2,0
Macro indicators for resource dep countries v3.xlsx,Country graphs:U3,4,0,3,0
Early-Stage SaaS - Financial Model.xlsx,Financial Model:C13,334,3,14,3
098_EPIDEMIOLOGICAL STUDY_RESULTS.xlsx,Analysis:C96,6,0,6,0
Real-Statistics-Examples-Distributions.xlsx,Weibull 3:D3,999,7,1,7
Argentina data(1916).xlsx,Ceres:B149,1,0,1,0
01-Excel_Homework_Instructions_StarterBook.xlsx,Kickstart:E81,2,0,1,0
Stock 13.02.2020.xlsx,Smartphone Sales Report:D4,40,0,20,0
images-31112019.xlsx,DASHBOARD:J15,2,0,2,0
DRGWTrefined.xlsx,baseline:K35,3,0,2,0
calendar_stress_test.xlsx,cal:A23690,7,0,1,0
results_v3.xlsx,Graph:C10,37,0,37,0
Test4_ComparingInputOutput.xlsx,CompareInput_LogFiles:V454,1,0,1,0
Preparations.xlsx,Sheet17:AA15,0,0,0,0
Scen_SYS_SubAnnual_Data.xlsx,FILL:V18,1184,14,576,14
数据库-1.xlsx,管材:B67,2,0,1,0
Homework_StarterBook_DueFeb3.xlsx,Bonus:D4,4,0,1,0
30-03-2015_10_17_51 am.xlsx,Hoja2:AM83,0,0,0,0
17上(中国) 受注・売上実績1703.xlsx,●17.03実績＆計画:I113,134,1,126,1
course_selection.xlsx,Sheet10:I8007,3,0,1,0
ZBB_Harmonisation_WCTH744.xlsx,Dropdown_List:N4,10,0,1,0
Real-Statistics-Examples-Goodness-of-Fit.xlsx,SW Table:B5,48,0,1,0
kc_house_data.csv - Copia atualizadinho.xlsx,Página1:D19136,1,0,1,0
Veazy_System Test Cases_v1.2.xlsx,Displaying Homepage:B10,3,0,3,0
Distribution with charts.xlsx,3. Split:C33,4,0,1,0
varladies_tech.xlsx,Sheet2:H1,96,0,1,0
ATGR-fin2019-1Y-REV-K-HR.xlsx,NT_I:I17,6,0,6,0
school-enrollment-ell-special-education-2006-21.xlsx,2010:I2002,2,0,2,0
TP2.xlsx,Sheet30:B61,7,0,2,0
Translations_Master_File-v1.88.64.xlsx,Emails:A64,22,0,1,0
Appendix 12 Jargon Buster.xlsx,Period Dates:E17,61,1,5,1
KPI's.xlsx,Cerdo:AH8,0,0,0,0
Trumbore_1995_Camargo_1999_Telles_2011.xlsx,fraction:AF56,0,0,0,0
223 - Line charts and trendlines soln.xlsx,Techniques:B10,4,0,3,0
Ranking_2021-09-22.xlsx,avrange of n:K495,1,0,1,0
Original_Dataset.xlsx,G Class:X10,3,0,2,0
TCGA-CDR-SupplementalTableS1.xlsx,Fig2EFG_AdditionalInfo:R5,1,0,1,0
SCDNR_Sheepshead.xlsx,SizeByMo:R47,3,0,1,0
NHUNG - NCC - CÔNG NỢ PHẢI TRẢ CN3.xlsx,CHI VP:A2,181,1,1,1
5+Preguntas+de+Entrevista+Laboral - copia.xlsx,PORCENTAJES:B20,2,0,2,0
RMS-RA数据核对2017-03-21.xlsx,RMS-RA数据核对:F9,4,0,4,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_20201110.xlsx,Výskyt COVID-19 KRAJE:L15,4,0,3,0
NGC_simbad.xlsx,Sheet1:I7217,1,1,1,1
有限元-试验力位移曲线.xlsx,曲线对比 (2):N41,74,1,72,1
HW1Excel.xlsx,Sheet1:I3205,1,0,1,0
Gold Standard ALPHA.xlsx,Sheet1:A184,4,0,4,0
2017-03-20-2017-03-26-第二修复版.xlsx,若梦-箱子:B38,3,0,1,0
Boat Club Accounts 2017-2018.xlsx,2017-2018 Current Account:D11,299,4,4,4
2015SecSport.xlsx,Sheet7:B98,2,1,2,1
elec_supply_quality.xlsx,Data:D1174,1155,10,2,10
한국행정구역분류_2021.1.1.기준.xlsx,4. 시도별 현황(2004~2021년-분기별):M690,5,0,5,0
john_arnold__15461__NFL99.xlsx,Trades:D6,65,0,3,0
Лаба по химии.xlsx,Лист1:A752,1636,14,819,15
222 - Pies and donuts soln.xlsx,Techniques:B10,4,0,3,0
UniformTasks_1000_W10.xlsx,Sheet1:L512,1,0,1,0
CHKQA_V0.2_2016.xlsx,Seguimiento:B45,33,0,1,0
MDKA-fin2019-1Y-REV-N-HR.xlsx,NT_I:H17,6,0,6,0
NL.xlsx,CHAR Calcs:BD2,0,0,0,0
laravel-excel-FsHpjtzu74T5DG1YgyMprFQqFiOxsO5l.xlsx,CashFlow & Billing:C7,39,0,11,0
rainfall.xlsx,Worksheet:E4093,5,0,5,0
executions-england-wales-from-1800.xlsx,yearly:J19,13,0,7,0
60606bdd69d89.xlsx,Province:B19,1,0,1,0
varladies_slalom.xlsx,Sheet2:H1,83,0,1,0
실습001.xlsx,이름생성기:B6,398,3,398,3
Jan_2014.xlsx,Sheet3:A593,384,2,1,2
45D-4.xlsx,Load-Displacement:D41,1340,19,446,20
realme stock 11.07.21.xlsx,Daily Report:F9,7,0,5,0
SKQ201617S_CTD_Profile_CF.xlsx,PAR:O388,2,0,1,0
relacao_geral_-_vodanet_-_08-03-2013.xlsx,Semanal:C2,12,0,9,0
Energy_Use_Sector_Fuel_Type.xlsx,MER_T02_02-3:A14412,3,0,1,0
2019-05-16-0728_empty_racir.xlsx,Measurements:C11,5610,81,1980,84
RESULTADOS-OFICIALES-DISTRITO-09.xlsx,BASE:AB2274,0,0,0,0
chicago-starter.xlsx,guns:B1366,1,0,1,0
PreTPI - Template.xlsx,Plan de projet agile - VIDE:G9,1,0,1,0
a1081efe-9963-44c6-85a0-6fb9f53cee9a_TESTExcel.xlsx,2. 채우기:D14,2,0,2,0
Model Input Document Netafim V1.1-HeadWorks.xlsx,ERP Org:G7,1,0,1,0
Test data-priya.xlsx,products_data:Q9,1,0,1,0
Kinect Top View.xlsx,Raw Data:M4268,785,26,1,26
KF Lariat Rental Profitability Model.xlsx,Model:B11,11,0,8,0
42 time points LCM nanostring log notmalized.xlsx,Sheet3:B29,84,1,1,1
ClusterFPS_Statics7.xlsx,result-192.168.0.82:D45,4,0,3,0
Project_ReleasePlan_team2 (1).xlsx,Burndown of Entire Project:F194,194,2,3,2
laravel-excel-7Vlh2jiYRJTIaR1K1bDg2a39sT8GeoL6.xlsx,CashFlow & Billing:C7,39,1,11,1
9263.xlsx,シート1:K3,1024,14,26,14
intrinsicValueCalculator.xlsx,Stock 1:E8,16,0,11,0
New File Created.xlsx,Sheet1:Z2710,1,0,1,0
darrell_schoolcraft__7819__imbalsumm0109.xlsx,NW:AA5,0,1,0,1
Overall_manual_old_with0.5.xlsx,Overall:G365,3,0,2,0
IPTV (version 9).xlsx,Dados:D16,4,0,3,0
sales.xlsx,Orders:C726,1,0,1,0
TrajectoryCalculator-new-3D.xlsx,BattedBallTrajectory-2:AB73,2,0,1,0
Max Cap Growth Lookup Table.xlsx,Wind:O29,3,0,2,0
2019-06-17-0715_picea_abies.xlsx,Measurements:C11,5610,77,1980,79
Akciya_46.xlsx,Акция 46:F17,4,0,3,0
8.2 nba small large array.xlsx.xlsx,Box Scores:F36,7,0,2,0
token_2ceb665348_296625UmzugslistenModul29PROC3.WellenachK17OG1Janu_1515061322.xlsx,Q 26:U4,1,0,1,0
as_2015_3_1376.xlsx,Sheet1:C5,22,0,1,0
Alexandra Rombos Excel Level 1.xlsx,Data Security:I47,6,0,2,0
gopak.xlsx,18.06.15:M29,2,0,2,0
Ranking_2021-07-16.xlsx,avrange of n:K495,1,0,1,0
