fileName,Max Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
Empirical+proof+of+standard+deviation.xlsx,Std Dev:BZ38,26,0,11,0
robin_rodrigue__33371__FTCan_Gas_Bench.xlsx,Detail:E1797,1,0,1,0
Victory_Frederick_CapstoneProject 1.xlsx,Orders:C702,1,0,1,0
frank_ermis__11186__West NatGas Prices 1112.xlsx,CurveFetch:E2,30,1,1,1
工作簿1 - 副本-20181124094219781.xlsx,不良明细:CBJ5,2,0,1,0
relacao_geral_-_vodanet_-_24-09-2012.xlsx,Semanal:C2,11,0,8,0
supply data.xlsx,Sheet1:AC268,0,0,0,0
MOM v10.2.xlsx,MOM v10.0:K4254,1,0,1,0
steo_feb_21.xlsx,Dates:D1,147,1,5,1
House_Election_Data_2008.xlsx,Cong Dist:AR4006,7,0,3,0
AllDataShapeSimulation.xlsx,Raw Data:K5690,1,0,1,0
US Macro KPI Report.xlsx,Staff Analytics:N1,107,1,56,1
Budget Doc.xlsx,Sheet1:AG6818,0,1,0,1
vegetation_par0001.xlsx,veg_par_pasture:E1635,635,5,424,5
2022-1QC_molds_daily_archive_v3.xlsx,wieght_report:E43,5,0,4,0
134-visual.xlsx,Line:A4,51,0,1,0
Slots.xlsx,Decomposition:A25560,5105,49,1,50
Kosovo Daily COVID Numbers ending 06-21.xlsx,Raw Data:D2,473,4,471,4
september-2-2021.xlsx,TestingByDate (Test Date):F3,588,4,1,4
SelectedData1.xlsx,Sheet1:C2116,1,1,1,1
BryanPMPActualAllManual - Copy.xlsx,2012:AX1,0,0,0,0
database_2016.xlsx,All data:J3936,7,0,2,0
数值_关卡.xlsx,随机关卡:I4,119,1,20,1
Security Returns - Solutions.xlsx,Returns:CE88,5,0,4,0
ACI.xlsx,H=1.25-P=1.5:B322,2,0,2,0
Data Luas dan Produksi Kelapa Sawit per Kabupaten_Jan 17.xlsx,KUKAR:C22,168,2,66,2
605f2856e2fbf.xlsx,Province:B10,1,0,1,0
AvP.xlsx,Data Tables:I34,515,4,514,4
NUKE.xlsx,20150310_NUKE.csv:S2345,11,0,4,0
budget Lbs - talu Setelah MC 0.xlsx,Rincian harian MC0:B28,981,8,12,8
Modelos gráficos.xlsx,Gráficas:H31,14,0,1,0
GPSC_CTD_2016.4.25.xlsx,CTD:Q16844,1,0,1,0
ExampleStudy.xlsx,Sources:AA4,0,0,0,0
input_UC_iix2.xlsx,line_admittance:G6,484,4,242,4
qpcr_template_ottawa_wide.xlsx,Ottawa community data:AG5,4,0,2,0
enem_2012.xlsx,Sheet1:K2049,1,0,1,0
Train_dataset (1).xlsx,Diuresis_TS:F7259,1,0,1,0
6thBatch.xlsx,Sheet1:AG355,0,0,0,0
Fact2Sheet_Corona_20200605.xlsx,LastWeek:I3,4329,6642,1248,6644
CN_08_01_CO_REC30_SolicitudGrafica.xlsx,Solicitud gráfica:G4,299,3,299,3
MyLifeMyVoice-IssueLog-202111.xlsx,WCAG 2.1:K6,7,0,3,0
6502.xlsx,シート7:A3,2320,21,580,22
new_inventory.xlsx,Cases:B28,8571,374,62,379
Borrador.xlsx,Hoja1:B21,61,1,1,1
VIL-2018-10.xlsx,22:AE16,1,0,1,0
W01-V03 Change View Options.xlsx,Orders:Q33,4,0,3,0
Adsvana DSP 网络广告投放计划执行情况报告-choies_130429.xlsx,第二周（10-29～11-04）:I24,5,0,2,0
covid-19-dashboard_1-31-2021.xlsx,TestingByDate (Test Date):C3,374,2,1,2
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B7%2BFebruary%2B2021.xlsx,Table 4 - Delayed Discharges:B127138,251,2,1,2
Pagina_Inicio_PN.xlsx,Datos Pagina Inicial:Z491,5,0,4,0
Fact2Sheet_Corona_20200706.xlsx,7_Average_Fat:HQ2,0,0,0,0
980127.xlsx,تجارت :N3942,3,0,1,0
train-types.xlsx,Sheet1:A377,1,0,1,0
BAO CAO CHI 16.10-22.10 TEMPLATE.xlsx,Chi tiết:L7,15823,193,587,205
LouisvilleMetro_Covid-19_Data_January142021.xlsx,Mann-Kendall Trend Tests - BETA:A91,30,0,5,0
World Bank Doing Business Historical-data---COMPLETE-dataset-with-scores.xlsx,DRAFT:CR1944,0,0,0,0
Must Have SKUs v2.xlsx,Recap:G1,174,1,174,1
Employees_data.xlsx,10000 Records (2):AA9021,0,0,0,0
lecture6p_2021.xlsx,F-F_Research_Data_Factors_daily:F656,1,0,1,0
STANDARDNI KALKULATOR 2014 POLOVNO VOZILI REGISTROVANO.xlsx,Plan otplate 1M:G5,257,5,87,5
benjamin_rogers__1261__Consolidated 6 Peaker-062000.xlsx,Depreciation:Z49,543,6,30,7
refer.xlsx,REFER:P231,2,0,1,0
RedDeerRaw_data.xlsx,summary:H14,4,0,1,0
REMISIONES   OBRADOR   MARZO    2017.xlsx,E N E R O      2 0 1 7      :E3270,6,0,4,0
lari 7 km per jam 100m.xlsx,take 3:D1214,1,0,1,0
project19.xlsx,Exponential:A7578,1,0,1,0
Boksmodel.xlsx,Boksmodel:K3,23166,704,6125,717
diana_scholtes__8611__Pwr west P&L.xlsx,SUM SO2:S26,14,0,14,0
526.xlsx,ỨNG CHI CTRINH:E5,459,3,3,4
VT_SE_HOU.xlsx,Buildings_DR:I2,378,5,155,6
Prelisting Science USGS Master_19Mar2018.xlsx,Data4Figure_allRegions:C9,5,0,4,0
relacao_geral_-_vodanet_-_22-08-2014.xlsx,Anatel:N1213,227,2,1,2
2015 Arborist Recompense Totals.xlsx,2015 Arborist Recompense Totals:B302,1,0,1,0
30b.REACH_YEM_Dataset_Joint-Market-Monitoring-Initiative-JMMI_August-2020.xlsx,Cleaned Data:LN55,0,0,0,0
【东吴银行】老16家上市银行不良率汇总.xlsx,工行:AS34,1430,15,89,15
tutosat_perus.xlsx,Tutkinnon suorittajat:C3,2,0,2,0
BAU_PPU_2021-2030_data RPJMD-Rev2.xlsx,Lahan sawah:F29,70,0,34,0
THB01 2020 Final.xlsx,Sheet2:B76,7,0,1,0
hw_6_2.xlsx,model:D2195,12298,181,2461,188
USA list.xlsx,Feuil1:E2,4012,68,1,69
suicide_data_minimal.xlsx,Total 2005-2011:E8,13,0,11,0
工作簿1-20181122164802381.xlsx,不良明细:CBJ5,2,0,1,0
虎林码头11月过车详情.xlsx,202011:G10660,1,0,1,0
VIL-2015-08.xlsx,AUG 26:Q10,9,0,4,0
分解法乘法 C.xlsx,分解法:R41,35050,78304,3912,78329
Known Distributions (2).xlsx,Fun with colors:C2003,2000,15,1,15
재료비.xlsx,07. IK:H2,5559,440,1372,443
chris_stokley__3864__TAKEOUT_2001_06.xlsx,RESTAKEOUT:A871,43,0,1,0
100ms.xlsx,Data:BV3,0,0,0,0
Crystal Surface Height Mapping_0614.xlsx,Second Si@0.1W_2xFWHM:I127,1,0,1,0
工作簿1-20181122135748760.xlsx,不良明细:CBJ5,2,0,1,0
I680NB_S4.xlsx,Configuration:O7,1,0,1,0
没事，还有更全的 33000.xlsx,Sheet2:A207,1,0,1,0
Riesgos - Anexo I_Elaboracion_iteracion2.xlsx,Análisis:A2,478,4,1,4
Database Anime.xlsx,Smart Counter:E822,1,0,1,0
巢湖核算版(2).xlsx,0.5-1:L9,2,0,2,0
BSAI_TAC_ABClsx.xlsx,BSAI harvest specs 1986-present:L11,1864,233,56,234
Assignments_Hrishikesh.xlsx,Calculator for binary:B5,89,1,35,1
Stock 25.01.20.xlsx,Target & Achivement:D4,54,0,27,0
0.41147314357174-1-Administrador-2021-07-15-SUBSIDIOS MAYO SAC.xlsx,Hoja1:T845,3,0,2,0
zad5.xlsx,D:M1,6444,67,2148,70
Oligo Printer Layout.xlsx,Sheet2:DM82,11,1,11,1
cerner_model.xlsx,CodeSet:G55,10841,175,1,178
day 10 create data.xlsx,Sheet5 (5):AN48,0,0,0,0
Raw_data_signals.xlsx,computation:C1222,6130,113,2410,117
LucasBouissa_21_Yumi.xlsx,No modificar!!:C35,42,1,18,1
05.3. S&P500-KOSPI200 (실습결과).xlsx,sheet1:B10,1,0,1,0
analysis-v3.xlsx,Ex7ep:C2,273,2,137,2
VIL-2015-01.xlsx,JAN 18:Q34,9,0,4,0
工作簿1 - 副本-20181126095151763.xlsx,不良明细:CBJ5,2,0,1,0
医療需要予測ツール_オミクロンとブースター考慮版v3_20220103.xlsx,短期予測:B24,8545,242,1051,246
Kickstarter_Challenge_copy.xlsx,Outcomes Based on Goals:B2,4,0,1,0
iata_airport_list_20131028.xlsx,Locations Format Spec:B5,1,0,1,0
anggaranSTPN.xlsx,BelanjaDetail:A114,34,0,1,0
AHP_Psychometric - weighted.xlsx,AHP Example:O85,482,15,452,15
Droidbot.xlsx,Motor calc:B2,15,0,15,0
백테스팅_그래프.xlsx,삼성전자우 1년:C249,1,0,1,0
PIC32_OSC_CONFIG_v1.1.xlsx,PIC32MZ Osc Config:D90,293,3,282,3
_WIZ練習予定表H31(03).xlsx,31.1月:D3,31,0,31,0
2019-06-15-0720_dryopteris_carthusiana.xlsx,Measurements:E13,6600,139,1650,143
LouisvilleMetro_Covid-19_Data_November182020.xlsx,Mann-Kendall Trend Tests - BETA:A55,30,0,5,0
EUR_Market.xlsx,ForwardSwap6M:I131,36,0,36,0
Workshop2.xlsx,IPC:B2389,2,0,1,0
literatuurplein-prijzen-edities_06122019.xlsx,literatuurplein-prijzen-edities:D2201,1,0,1,0
Kickstarter_Challange.xlsx,Outcomes Based On Goals:B10,4,0,1,0
Kelas I.xlsx,Final Report:C26,1,0,1,0
Prueba_Optimista.xlsx,Estadísticos:X1,1177,10,99,11
Sendy.xlsx,Raw Data:H508735,4567,42,1,43
PID-Simulator.xlsx,Calculation:B11,127,1,124,1
CDBG FY18.xlsx,reallocations and reductions:I9,39,0,3,0
credit_test_my_data_1.xlsx,Лист1:X4105,1,0,1,0
LovenoxDVT.xlsx,original:J224,1,0,1,0
timeseries_tracertest_Kortright_7hr.xlsx,Hydrograph_TracerTest:D544,5608,45,1,46
band.predicting diamond prices project.xlsx,Forecast scenarios:C24,15,0,9,0
COPY_FuE_SimKPIs_Comparison.xlsx,Korrelationsanalyse:GC27,63,0,1,0
采购退货单模板.xlsx,Sheet1:K89,2,0,2,0
REMISIONES--MARZO    --- 2 0 1 5.xlsx,OBRADOR REM :A2,265,2,265,3
KickStarter My Chart.xlsx,Bonus-Goals:B3,4,0,1,0
sponza.xlsx,Tabelle1:B3,2464,21,1,21
12.9号订单流水帐.xlsx,Sheet1:N6,4,0,3,0
SolicitudGrafica_CN_10_06_CO_REC_150.xlsx,Solicitud gráfica:G4,299,3,299,3
Metrics.xlsx,MCofA:C8,4,0,3,0
Tap 6 Clone (12_1_2019) (BLUE TILT).xlsx,Report:D154714,4,0,2,0
WESTLICHE DATEN GESAMT.xlsx,LonLat-Formatierung:B822,2,0,2,0
BM Achievement Status till 13-02-2021 - Copy.xlsx,Dealer Wise:P1,591,5,591,5
mary_fischer__25621__77N.xlsx,E12.XLS:M33,15,0,15,0
output_bottomup.xlsx,SellSide:AA32,0,0,0,0
20190525 164431 SmartCut 效益.xlsx,多點斷筋:W789261,12,0,3,0
04.代码自测结果表（模板）.xlsx,代码自测结果表:E15,5,0,2,0
Macheta Nominala COVID.xlsx,CONFIRMATI CJ:F313,1,0,1,0
2019-05-16-1035_empty_racir.xlsx,Measurements:E13,6600,112,1650,117
StarterBook - Alon Rosner.xlsx,Data:N3628,2,0,1,0
Grade_woe_data.xlsx,Woe Grade:C3,16,0,9,0
rightArm_ini_generator.xlsx,internal:N5,46,0,15,0
Stock 24.08.2021.xlsx,Final Stock:F28,9,0,6,0
GaussianClusterTest.xlsx,test old faithful:A283,20147,1675,1913,1686
80N_Temp+FDDs.xlsx,80N_Temp:BF350,1,0,1,0
JUNIO RAUL  2016.xlsx,PERNIL CON PIEL:G9,2420,31,1,31
Wales.xlsx,Q4 - Need NOT CLEAN :I10,1,0,1,0
SMOK.xlsx,Arkusz1:A2,14011,335,7010,342
Reporte_de_Covid-19_del_24_de_diciembre_2021_al_06_de_enero_del_2022-A.xlsx,Semáforo:G155,3,0,2,0
Ashley County Medical Center.xlsx,OP Services:E2205,25,0,4,0
co-2020-vr-05.xlsx,Status:B3,3,0,3,0
1.1 3.17. Practical example. Confidence intervals_lesson.xlsx.xlsx,Al Bundy:C14970,14967,182,2,186
Allocator_Evaluation.xlsx,SW-EXP summary:B6,2,0,1,0
2020年慢病预算(12.12调整稿).xlsx,老店新客门店:CA11,14,1,12,1
Hicks-Pries_2012.xlsx,fraction:D9,2,0,1,0
7.1.Practical-example.Confidence-intervals-lesson.xlsx,Al Bundy:C14970,14967,179,2,183
工作簿1 - 副本-20181126094353956.xlsx,不良明细:CBJ5,2,0,1,0
Hae.xlsx,Sheet1:B7333,10,0,3,0
2_result.xlsx,fuzzy_2_subset:B643,16,0,4,0
final_database.xlsx,Tiempos:B2,6,0,2,0
2 terms 2.xlsx,July:P7,255,2,129,2
VIL-2014-09.xlsx,SEPT 18:Q34,9,0,4,0
REMISIONES----OBRADOR---JUNIO    2016.xlsx,REMISIONES ABRIL  2016  :B3,4062,30,1,30
SolicitudGrafica_CN_10_11_CO.xlsx,Solicitud gráfica:G4,299,3,299,3
3차유의어정리_기재금지어목록.xlsx,전체:F7,3,0,2,0
文明.xlsx,属性汇总:S3,219,2,1,2
TBA.xlsx,Sheet2:C2,1,0,1,0
07-04-2015_10_23_34 am.xlsx,CHEQUES ANULADOS:L102,5,0,2,0
bi_altorendimiento_dat2.xlsx,Alto rendimiento:D444,2,0,1,0
drah_compliant_cy19.xlsx,DRaH:D33925,1,0,1,0
Ranking_2020-11-26.xlsx,avrange of n:AG973,1,0,1,0
Structural_Annotation.xlsx,OLD-Templates_ICL3:C2,11,1,4,1
TB-FSC-004A-data.xlsx,Plan:R181,1395,16,155,16
Deployment_Templates.xlsx,Resource Plan:G8,1,0,1,0
Kickstarter_Analysis_CPZ.xlsx,Successful vs Unsuccessful:Q1476,5,0,2,0
super-duper-display-image.xlsx,disp map:B2,959,8,30,8
7_17_Create_date_and_time_part_columns.xlsx,Sheet1:B35847,4,0,1,0
2191.xlsx,シート7:A3,2320,22,580,22
NABL_2021_Master_POST_Draft.xlsx,Rosters and available players:L1,450,5,388,5
RKC regression current.xlsx,up to 11 sizeweight regress:K1608,13,0,9,0
Fallzahlen_Kum_Tab_20210516_075810.xlsx,Fälle-Todesfälle-gesamt:E71,4,0,2,0
Membros_IPCTBA_2021_22092021.xlsx,MembrosComungantes:L34,1,0,1,0
Repetition_N.01_TR.5_formulas.xlsx,Repetition_N.01_TR.5:B4652,2,0,2,0
leut-MDdata-5k.rect.normal.ascii.xlsx,5k.rect.normal.ascii:D9198,3,0,2,0
relacao_geral_-_vodanet_-_04-09-2012.xlsx,Semanal:C2,14,0,8,0
gla-household-income-estimates-with-real-change.xlsx,LSOA11:AG3,0,0,0,0
Stock 22.03.20.xlsx,Target & Achivement:D4,54,0,27,0
W1KG13126-37.xlsx,Sheet1:E2,14196,192,7098,200
MTH9814_Group6_HW3.xlsx,Prob2:B2,151,3,39,3
RS_2017-18_data_by_LA.xlsx,PHE Check:G4,1334,24,887,24
RCRD - Stage & Route (October 2021 data).xlsx,RtD period calcs (SST):R18,138,1,137,1
laravel-excel-LvHkZvDCBeTkeVIOBTe8tBUZ5CCQQUmS.xlsx,Ammortization:K8,108,1,55,1
Таблица тест-кейса Практика 2.xlsx,Тест-кейсы:Q10,2,0,1,0
kdp.xlsx,D2:E115,1,0,1,0
realme stock 04.02.21.xlsx,Sheet1:I65,9,0,6,0
Neural Network3.xlsx,Model:E4,24,0,8,0
asl-stats-sheet-tau-6-years.xlsx,ASL STATS SHEET TAU 6 Yrs:AYD51,0,0,0,0
STN_Forecast_Fixture.xlsx,Departures & lanes:AX106,63,1,4,1
Translations_Master_File-v1.2.5.xlsx,Labels:F23,2,0,2,0
821Test WinReveal.xlsx,EPlus Data-WithSetback-East:H86,1,0,1,0
Scores for Streptavidin Mutations.xlsx,Sheet11:AF1458,0,0,0,0
2021-11QC_molds_daily_archive_v3.xlsx,wieght_report:E42,5,0,4,0
myodds_history_20212022_new_leagues.xlsx,OV-UN model DIVS:C18,15,0,11,0
ReportData.xlsx,ReportData:AB246,1,0,1,0
mirae-asset-full-portfolio---april-2020.xlsx,MALCF:G85,2,0,1,0
HPL_Births10_14_SMCO.xlsx,Play:C16,1,0,1,0
Trinity Core Q1 2019 Fill Rate.xlsx,Item Impact Summary:B9,8,0,3,0
Remoteness_LDC_data.xlsx,2003:G136,130,1,2,1
walkingFast_euler.xlsx,walking_euler:A1,7499,54,1,55
eurovision_song_contest_1975_2017v4.xlsx,Data:F30158,1,0,1,0
FICHA-GIPI_2016_Revisión de áreas_Agosto.xlsx,200 NIÑ@S:E53,14,0,14,0
Test data-priya - Copy.xlsx,login:C724974,628,4,1,4
monster_config.xlsx,怪物属性分配:R32,4,0,1,0
Vitorvic_keySample_Compare_Output1538699558946.xlsx,Sample_Compare_Output1538699558:B2474,1,0,1,0
SAM-0.1 OR30x100-0.50_6 dataset analysis.xlsx,State026:B88,6,1,1,1
KCDC_data.xlsx,ByAgeSex:A1658,407,3,1,3
Heirarichal.xlsx,Sheet1:D7,12,0,4,0
ep-2010-combined-assessment-tool-roo.xlsx,OSE_DSA - #:P161,26,0,24,0
BLD10.xlsx,4:G11,287,2,12,2
Primary%20Education%20Indicators%202011-12.xlsx,Enrolment:D13,13,0,7,0
MC19C-25-RIL'S F4.5 GCDT_MC19B-06 GCDT_Sergio Cruz_C19C_V2-CIATCO00509L (1).xlsx,map:W15,11,0,11,0
Bảng điểm thành phần 4 lớp  he thong dua tren tri thuc (1).xlsx,Nhóm (1):J18,1,0,1,0
Excel challenge.xlsx,BonusStatAnalysis:B794,2202,51,35,51
dart_message_generator.xlsx,ent_poly:A28,8479,123,2032,127
inbound.xlsx,inbound:C2,1216,10,1,11
trips.xlsx,trips:G15258,1,0,1,0
DataBuilding.xlsx,HourlyRainfallSimulator:H12,55,0,50,0
2021.03.17 Courtney D. Schuldt - Thinkful.com (3688).xlsx,test 1:J9,10,1,5,1
resource discovery 500.xlsx,resource discovery 500:D316,3,0,2,0
CCS Costs.xlsx,45Q tax credit:J4,70,1,13,1
PLANILLA DE REMISIONES DE MAYO 2016-01.xlsx,MAYO:F1116,13,1,6,1
hero.xlsx,英雄军衔配置表:P4,1259,19,1258,19
python_MRI_matrix_testing.xlsx,MRI z-score Matrix:CDC5,1,0,1,0
Stock 02.06.20.xlsx,Target & Achivement:D13,54,0,27,0
Unit 1 Homework-Kickstart My Chart.xlsx,Goal Outcomes:B10,4,0,1,1
4_ComPC-bigc_April_181.xlsx,Sellout Big C (2):DA59,5,0,5,0
OTC2_09022018_18022018_BPH.xlsx,OTC2_09022018_18022018_BPH:J76,1,0,1,0
february 2019.xlsx,Summary:B3,27,0,1,0
ACP - September 2020 Poll Final Vote Count.xlsx,Sheet1:C18590,391,2,1,2
realme stock 03.01.2022.xlsx,Report:E6,7,0,5,0
steo_jan_15.xlsx,Dates:D3,73,1,2,1
Rec-20211102-9ZteMBKDb.xlsx,รวม FG:B14,3,0,1,0
g1294_0315.xlsx,Sheet1:C5,22,0,1,0
mary_fischer__25415__yr 2001 Commissioning Summary 2-26-02.xlsx,Feb 2002:A9,858,12,848,12
results_12.02.2020.xlsx,Results:F11,225,2,15,3
wm.xlsx,Sheet1:AX638998,0,0,0,0
Excel_dataVis.xlsx,New Sheet & Bonus:B9,6,0,3,0
ISTC_February_2017.xlsx,Items Sold to Customers:F254,8,0,3,0
exam1v3.xlsx,Problem 3:R56,54,0,18,0
MSU_Cheng_Chicken_PlexSeq_Report_090517_SNPs_&_Indels.xlsx,QC:P3,3,0,3,0
任务20120531.xlsx,任务:AI2,0,0,0,0
ZIP_COUNTY_032020.xlsx,ZIP_COUNTY_032020:A10954,1,0,1,0
REPORTE_MENSUAL_mes_de_abril_JAVIER.xlsx,RMI - ENERO 2017:T21,4,0,1,0
serverOutput_019.xlsx,serverOutput_019:B1,11913,160,5957,166
HYSKJF_项目工作日志(第一周).xlsx,Sheet1:I11,3,0,3,0
Relatorio Indices Finais_DIPAM_2010-2017.xlsx,DIPAM_2010:E298,2584,33,2584,35
g1161_0418.xlsx,סכום נכסי הקרן:C42,30,0,4,0
8路201303单程运营统计.xlsx,Sheet7:G128,2,0,2,0
Macro indicators for resource dep countries v3.xlsx,Country graphs:Q23,4,0,3,0
Early-Stage SaaS - Financial Model.xlsx,Financial Model:C7,334,3,15,3
098_EPIDEMIOLOGICAL STUDY_RESULTS.xlsx,Analysis:D48,1281,18,10,18
Real-Statistics-Examples-Distributions.xlsx,Weibull 3:D3,999,7,1,7
Argentina data(1916).xlsx,Ceres:A158,1,0,1,0
01-Excel_Homework_Instructions_StarterBook.xlsx,Kickstart:E539,2,0,1,0
Stock 13.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
images-31112019.xlsx,DASHBOARD:J14,2,0,2,0
DRGWTrefined.xlsx,baseline:AR117,3,0,2,0
calendar_stress_test.xlsx,cal:A45905,7,0,1,0
results_v3.xlsx,Graph:C2,37,0,37,0
Test4_ComparingInputOutput.xlsx,CompareInput_LogFiles:V1415,1,0,1,0
Preparations.xlsx,Sheet4:D164,12,0,1,0
Scen_SYS_SubAnnual_Data.xlsx,FILL:AH4,0,0,0,0
数据库-1.xlsx,辅材:M2,709,10,355,10
Homework_StarterBook_DueFeb3.xlsx,Bonus:D5,4,0,1,0
30-03-2015_10_17_51 am.xlsx,CHEQUES ANULADOS:L102,5,0,2,0
17上(中国) 受注・売上実績1703.xlsx,●17.03実績＆計画:Z113,215,3,84,3
course_selection.xlsx,Sheet10:E8003,3,0,1,0
ZBB_Harmonisation_WCTH744.xlsx,Dropdown_List:N4,10,0,1,0
Real-Statistics-Examples-Goodness-of-Fit.xlsx,KS B:L7,98,1,35,1
kc_house_data.csv - Copia atualizadinho.xlsx,Página1:D17471,1,0,1,0
Veazy_System Test Cases_v1.2.xlsx,Question Management:B2,128,1,6,2
Distribution with charts.xlsx,3. Split:C33,4,0,1,0
varladies_tech.xlsx,Sheet2:H1,96,1,1,1
ATGR-fin2019-1Y-REV-K-HR.xlsx,PK:K12,11,0,11,0
school-enrollment-ell-special-education-2006-21.xlsx,2010:I1393,2,0,2,0
TP2.xlsx,Sheet30:B35,7,0,2,0
Translations_Master_File-v1.88.64.xlsx,Emails:E73,2,0,2,0
Appendix 12 Jargon Buster.xlsx,390 - Pendolino - Alstom:D2,56,0,1,0
KPI's.xlsx,Cerdo:BB14,0,0,0,0
Trumbore_1995_Camargo_1999_Telles_2011.xlsx,fraction:AF56,0,0,0,0
223 - Line charts and trendlines soln.xlsx,Techniques:C9,4,0,3,0
Ranking_2021-09-22.xlsx,avrange of n:AG973,1,0,1,0
Original_Dataset.xlsx,CF Class:N2,190,1,190,2
TCGA-CDR-SupplementalTableS1.xlsx,Fig2EFG_AdditionalInfo:M7,1,0,1,0
SCDNR_Sheepshead.xlsx,SizeByMo:N45,6,0,3,0
NHUNG - NCC - CÔNG NỢ PHẢI TRẢ CN3.xlsx,CHI VP:A2,181,1,1,1
5+Preguntas+de+Entrevista+Laboral - copia.xlsx,Referencias:J14,40,1,1,1
RMS-RA数据核对2017-03-21.xlsx,RMS-RA数据核对:E17,7,0,5,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_20201110.xlsx,Výskyt COVID-19 KRAJE:D23,9,0,6,0
NGC_simbad.xlsx,Sheet1:I5554,1,0,1,0
有限元-试验力位移曲线.xlsx,曲线对比 (2):AL20,0,0,0,0
HW1Excel.xlsx,Sheet1:E3540,2,0,1,0
Gold Standard ALPHA.xlsx,Sheet1:A181,4,0,4,0
2017-03-20-2017-03-26-第二修复版.xlsx,若梦-箱子:B135,3,1,1,1
Boat Club Accounts 2017-2018.xlsx,2017-2018 Current Account:AF11,296,4,1,4
2015SecSport.xlsx,Sheet7:B262,3,0,3,0
elec_supply_quality.xlsx,Data:C1805,1155,10,2,10
한국행정구역분류_2021.1.1.기준.xlsx,4. 시도별 현황(2004~2021년-분기별):M1140,5,0,5,0
john_arnold__15461__NFL99.xlsx,Trades:AF5,0,0,0,0
Лаба по химии.xlsx,Лист1:F803,1775,16,820,16
222 - Pies and donuts soln.xlsx,Techniques:C9,4,0,3,0
UniformTasks_1000_W10.xlsx,Sheet1:N467,1,0,1,0
CHKQA_V0.2_2016.xlsx,Seguimiento:B45,33,0,1,0
MDKA-fin2019-1Y-REV-N-HR.xlsx,PK:P45,11,0,11,0
NL.xlsx,CHAR Calcs:BB216430,0,1,0,1
laravel-excel-FsHpjtzu74T5DG1YgyMprFQqFiOxsO5l.xlsx,Ammortization:K8,108,1,55,1
rainfall.xlsx,Worksheet:I4092,5,0,5,0
executions-england-wales-from-1800.xlsx,yearly:J29,13,1,7,1
60606bdd69d89.xlsx,Province:A10,1,0,1,0
varladies_slalom.xlsx,Sheet2:H1,83,1,1,1
실습001.xlsx,이름생성기:B52249,398,3,398,3
Jan_2014.xlsx,Sheet3:A593,384,2,1,2
45D-4.xlsx,Load-Displacement:D25214,1340,21,446,22
realme stock 11.07.21.xlsx,Daily Report:I11,7,0,5,0
SKQ201617S_CTD_Profile_CF.xlsx,PAR:O3,2396,20,1198,22
relacao_geral_-_vodanet_-_08-03-2013.xlsx,Semanal:C2,12,0,9,0
Energy_Use_Sector_Fuel_Type.xlsx,MER_T02_02-3:A17295,3,0,1,0
2019-05-16-0728_empty_racir.xlsx,Measurements:E13,6600,107,1650,110
RESULTADOS-OFICIALES-DISTRITO-09.xlsx,BASE:BE1160,7,1,4,1
chicago-starter.xlsx,guns:A377,1,0,1,0
PreTPI - Template.xlsx,Plan de projet agile - VIDE:G15,1,0,1,0
a1081efe-9963-44c6-85a0-6fb9f53cee9a_TESTExcel.xlsx,3. 나누기:C56,4,0,1,0
Model Input Document Netafim V1.1-HeadWorks.xlsx,ERP Org:J10,1,0,1,0
Test data-priya.xlsx,login:C724974,628,8,1,8
Kinect Top View.xlsx,Raw Data:M4268,785,5,1,5
KF Lariat Rental Profitability Model.xlsx,Model:E11,26,0,8,0
42 time points LCM nanostring log notmalized.xlsx,Sheet3:B76,84,1,1,1
ClusterFPS_Statics7.xlsx,result-192.168.0.82:D137,4,0,3,0
Project_ReleasePlan_team2 (1).xlsx,Burndown of Entire Project:E239,239,2,3,2
laravel-excel-7Vlh2jiYRJTIaR1K1bDg2a39sT8GeoL6.xlsx,Ammortization:K8,108,1,55,1
9263.xlsx,シート7:A3,2320,21,580,22
intrinsicValueCalculator.xlsx,Stock 1:E8,16,0,11,0
New File Created.xlsx,Sheet1:Z7135,1,0,1,0
darrell_schoolcraft__7819__imbalsumm0109.xlsx,by type_area:J4,69,1,68,1
Overall_manual_old_with0.5.xlsx,Overall:J52,3,0,1,0
IPTV (version 9).xlsx,Tratamento:A2,6,0,2,0
sales.xlsx,Orders:C5000,1,0,1,0
TrajectoryCalculator-new-3D.xlsx,BattedBallTrajectory-2:AB436,2,0,1,0
Max Cap Growth Lookup Table.xlsx,Solar PV:C6,5,0,2,0
2019-06-17-0715_picea_abies.xlsx,Measurements:E13,6600,131,1650,134
Akciya_46.xlsx,Акция 46:F18,4,0,3,0
8.2 nba small large array.xlsx.xlsx,Box Scores:F10139,7,0,2,0
token_2ceb665348_296625UmzugslistenModul29PROC3.WellenachK17OG1Janu_1515061322.xlsx,Q 26:R4,1,0,1,0
as_2015_3_1376.xlsx,Sheet1:C5,22,0,1,0
Alexandra Rombos Excel Level 1.xlsx,Data Security:L26,6,0,2,0
gopak.xlsx,18.06.15:M27,2,0,2,0
